"group","partno","matched.partno","cue","target","expnorm","judgment","fsg","bsg"
"control",24,NA,"closed","minded",NA,60,2.6,0
"control",25,NA,"closed","minded",NA,60,2.6,0
"control",26,NA,"closed","minded",NA,60,2.6,0
"control",27,NA,"closed","minded",NA,20,2.6,0
"control",28,NA,"closed","minded",NA,20,2.6,0
"control",29,NA,"closed","minded",NA,20,2.6,0
"control",30,NA,"closed","minded",NA,20,2.6,0
"control",31,NA,"closed","minded",NA,80,2.6,0
"control",32,NA,"closed","minded",NA,40,2.6,0
"control",33,NA,"closed","minded",NA,60,2.6,0
"control",34,NA,"closed","minded",NA,40,2.6,0
"control",35,NA,"closed","minded",NA,20,2.6,0
"control",36,NA,"closed","minded",NA,60,2.6,0
"control",37,NA,"closed","minded",NA,40,2.6,0
"control",38,NA,"closed","minded",NA,60,2.6,0
"control",39,NA,"closed","minded",NA,100,2.6,0
"control",40,NA,"closed","minded",NA,60,2.6,0
"control",41,NA,"closed","minded",NA,60,2.6,0
"control",42,NA,"closed","minded",NA,20,2.6,0
"control",43,NA,"closed","minded",NA,20,2.6,0
"control",44,NA,"closed","minded",NA,100,2.6,0
"control",45,NA,"closed","minded",NA,60,2.6,0
"control",46,NA,"closed","minded",NA,40,2.6,0
"control",47,NA,"closed","minded",NA,20,2.6,0
"control",48,NA,"closed","minded",NA,20,2.6,0
"control",49,NA,"closed","minded",NA,100,2.6,0
"control",50,NA,"closed","minded",NA,100,2.6,0
"control",51,NA,"closed","minded",NA,100,2.6,0
"control",52,NA,"closed","minded",NA,60,2.6,0
"control",53,NA,"closed","minded",NA,80,2.6,0
"control",54,NA,"closed","minded",NA,20,2.6,0
"control",55,NA,"closed","minded",NA,40,2.6,0
"control",56,NA,"closed","minded",NA,20,2.6,0
"control",57,NA,"closed","minded",NA,60,2.6,0
"control",6,NA,"closed","open",NA,100,67.8,0
"control",7,NA,"closed","open",NA,100,67.8,0
"control",8,NA,"closed","open",NA,60,67.8,0
"control",9,NA,"closed","open",NA,40,67.8,0
"control",10,NA,"closed","open",NA,80,67.8,0
"control",11,NA,"closed","open",NA,80,67.8,0
"control",12,NA,"closed","open",NA,100,67.8,0
"control",13,NA,"closed","open",NA,100,67.8,0
"control",14,NA,"closed","open",NA,40,67.8,0
"control",15,NA,"closed","open",NA,60,67.8,0
"control",16,NA,"closed","open",NA,100,67.8,0
"control",17,NA,"closed","open",NA,60,67.8,0
"control",18,NA,"closed","open",NA,100,67.8,0
"control",19,NA,"closed","open",NA,80,67.8,0
"control",20,NA,"closed","open",NA,40,67.8,0
"control",21,NA,"closed","open",NA,20,67.8,0
"control",22,NA,"closed","open",NA,100,67.8,0
"control",23,NA,"closed","open",NA,60,67.8,0
"control",24,NA,"closed","open",NA,40,67.8,0
"control",25,NA,"closed","open",NA,100,67.8,0
"control",26,NA,"closed","open",NA,80,67.8,0
"control",27,NA,"closed","open",NA,100,67.8,0
"control",28,NA,"closed","open",NA,40,67.8,0
"control",29,NA,"closed","open",NA,20,67.8,0
"control",30,NA,"closed","open",NA,60,67.8,0
"control",31,NA,"closed","open",NA,80,67.8,0
"control",32,NA,"closed","open",NA,100,67.8,0
"control",33,NA,"closed","open",NA,100,67.8,0
"control",34,NA,"closed","open",NA,60,67.8,0
"control",35,NA,"closed","open",NA,80,67.8,0
"control",36,NA,"closed","open",NA,60,67.8,0
"control",37,NA,"closed","open",NA,100,67.8,0
"control",38,NA,"closed","open",NA,100,67.8,0
"control",39,NA,"closed","open",NA,100,67.8,0
"control",40,NA,"closed","open",NA,100,67.8,0
"control",41,NA,"closed","open",NA,80,67.8,0
"control",42,NA,"closed","open",NA,40,67.8,0
"control",43,NA,"closed","open",NA,80,67.8,0
"control",44,NA,"closed","open",NA,100,67.8,0
"control",45,NA,"closed","open",NA,80,67.8,0
"control",46,NA,"closed","open",NA,20,67.8,0
"control",47,NA,"closed","open",NA,100,67.8,0
"control",48,NA,"closed","open",NA,20,67.8,0
"control",49,NA,"closed","open",NA,100,67.8,0
"control",50,NA,"closed","open",NA,40,67.8,0
"control",51,NA,"closed","open",NA,80,67.8,0
"control",52,NA,"closed","open",NA,100,67.8,0
"control",53,NA,"closed","open",NA,80,67.8,0
"control",54,NA,"closed","open",NA,60,67.8,0
"control",55,NA,"closed","open",NA,100,67.8,0
"control",56,NA,"closed","open",NA,100,67.8,0
"control",57,NA,"closed","open",NA,100,67.8,0
"control",6,NA,"cloth","clothes",NA,40,18.2,0
"control",7,NA,"cloth","clothes",NA,80,18.2,0
"control",8,NA,"cloth","clothes",NA,100,18.2,0
"control",9,NA,"cloth","clothes",NA,100,18.2,0
"control",10,NA,"cloth","clothes",NA,100,18.2,0
"control",11,NA,"cloth","clothes",NA,100,18.2,0
"control",12,NA,"cloth","clothes",NA,80,18.2,0
"control",13,NA,"cloth","clothes",NA,80,18.2,0
"control",14,NA,"cloth","clothes",NA,80,18.2,0
"control",15,NA,"cloth","clothes",NA,60,18.2,0
"control",16,NA,"cloth","clothes",NA,100,18.2,0
"control",17,NA,"cloth","clothes",NA,60,18.2,0
"control",18,NA,"cloth","clothes",NA,80,18.2,0
"control",19,NA,"cloth","clothes",NA,20,18.2,0
"control",20,NA,"cloth","clothes",NA,40,18.2,0
"control",21,NA,"cloth","clothes",NA,60,18.2,0
"control",22,NA,"cloth","clothes",NA,40,18.2,0
"control",23,NA,"cloth","clothes",NA,40,18.2,0
"control",24,NA,"cloth","clothes",NA,60,18.2,0
"control",25,NA,"cloth","clothes",NA,100,18.2,0
"control",26,NA,"cloth","clothes",NA,80,18.2,0
"control",27,NA,"cloth","clothes",NA,60,18.2,0
"control",28,NA,"cloth","clothes",NA,100,18.2,0
"control",29,NA,"cloth","clothes",NA,100,18.2,0
"control",30,NA,"cloth","clothes",NA,40,18.2,0
"control",31,NA,"cloth","clothes",NA,40,18.2,0
"control",32,NA,"cloth","clothes",NA,60,18.2,0
"control",33,NA,"cloth","clothes",NA,60,18.2,0
"control",34,NA,"cloth","clothes",NA,100,18.2,0
"control",35,NA,"cloth","clothes",NA,60,18.2,0
"control",36,NA,"cloth","clothes",NA,60,18.2,0
"control",37,NA,"cloth","clothes",NA,100,18.2,0
"control",38,NA,"cloth","clothes",NA,100,18.2,0
"control",39,NA,"cloth","clothes",NA,40,18.2,0
"control",40,NA,"cloth","clothes",NA,100,18.2,0
"control",41,NA,"cloth","clothes",NA,40,18.2,0
"control",42,NA,"cloth","clothes",NA,60,18.2,0
"control",43,NA,"cloth","clothes",NA,60,18.2,0
"control",44,NA,"cloth","clothes",NA,60,18.2,0
"control",45,NA,"cloth","clothes",NA,80,18.2,0
"control",46,NA,"cloth","clothes",NA,40,18.2,0
"control",47,NA,"cloth","clothes",NA,40,18.2,0
"control",48,NA,"cloth","clothes",NA,60,18.2,0
"control",49,NA,"cloth","clothes",NA,40,18.2,0
"control",50,NA,"cloth","clothes",NA,60,18.2,0
"control",51,NA,"cloth","clothes",NA,20,18.2,0
"control",52,NA,"cloth","clothes",NA,60,18.2,0
"control",53,NA,"cloth","clothes",NA,60,18.2,0
"control",54,NA,"cloth","clothes",NA,80,18.2,0
"control",55,NA,"cloth","clothes",NA,60,18.2,0
"control",56,NA,"cloth","clothes",NA,40,18.2,0
"control",57,NA,"cloth","clothes",NA,40,18.2,0
"control",6,NA,"cloth","fabric",NA,60,11.5,38.1
"control",7,NA,"cloth","fabric",NA,100,11.5,38.1
"control",8,NA,"cloth","fabric",NA,80,11.5,38.1
"control",9,NA,"cloth","fabric",NA,80,11.5,38.1
"control",10,NA,"cloth","fabric",NA,80,11.5,38.1
"control",11,NA,"cloth","fabric",NA,100,11.5,38.1
"control",12,NA,"cloth","fabric",NA,60,11.5,38.1
"control",13,NA,"cloth","fabric",NA,60,11.5,38.1
"control",14,NA,"cloth","fabric",NA,80,11.5,38.1
"control",15,NA,"cloth","fabric",NA,60,11.5,38.1
"control",16,NA,"cloth","fabric",NA,100,11.5,38.1
"control",17,NA,"cloth","fabric",NA,100,11.5,38.1
"control",18,NA,"cloth","fabric",NA,60,11.5,38.1
"control",19,NA,"cloth","fabric",NA,60,11.5,38.1
"control",20,NA,"cloth","fabric",NA,40,11.5,38.1
"control",21,NA,"cloth","fabric",NA,60,11.5,38.1
"control",22,NA,"cloth","fabric",NA,40,11.5,38.1
"control",23,NA,"cloth","fabric",NA,40,11.5,38.1
"control",24,NA,"cloth","fabric",NA,40,11.5,38.1
"control",25,NA,"cloth","fabric",NA,100,11.5,38.1
"control",26,NA,"cloth","fabric",NA,80,11.5,38.1
"control",27,NA,"cloth","fabric",NA,60,11.5,38.1
"control",28,NA,"cloth","fabric",NA,40,11.5,38.1
"control",29,NA,"cloth","fabric",NA,100,11.5,38.1
"control",30,NA,"cloth","fabric",NA,100,11.5,38.1
"control",31,NA,"cloth","fabric",NA,40,11.5,38.1
"control",32,NA,"cloth","fabric",NA,60,11.5,38.1
"control",33,NA,"cloth","fabric",NA,60,11.5,38.1
"control",34,NA,"cloth","fabric",NA,20,11.5,38.1
"control",35,NA,"cloth","fabric",NA,60,11.5,38.1
"control",36,NA,"cloth","fabric",NA,80,11.5,38.1
"control",37,NA,"cloth","fabric",NA,80,11.5,38.1
"control",38,NA,"cloth","fabric",NA,80,11.5,38.1
"control",39,NA,"cloth","fabric",NA,40,11.5,38.1
"control",40,NA,"cloth","fabric",NA,60,11.5,38.1
"control",41,NA,"cloth","fabric",NA,80,11.5,38.1
"control",42,NA,"cloth","fabric",NA,40,11.5,38.1
"control",43,NA,"cloth","fabric",NA,20,11.5,38.1
"control",44,NA,"cloth","fabric",NA,100,11.5,38.1
"control",45,NA,"cloth","fabric",NA,60,11.5,38.1
"control",46,NA,"cloth","fabric",NA,60,11.5,38.1
"control",47,NA,"cloth","fabric",NA,60,11.5,38.1
"control",48,NA,"cloth","fabric",NA,100,11.5,38.1
"control",49,NA,"cloth","fabric",NA,80,11.5,38.1
"control",50,NA,"cloth","fabric",NA,80,11.5,38.1
"control",51,NA,"cloth","fabric",NA,60,11.5,38.1
"control",52,NA,"cloth","fabric",NA,80,11.5,38.1
"control",53,NA,"cloth","fabric",NA,60,11.5,38.1
"control",54,NA,"cloth","fabric",NA,80,11.5,38.1
"control",55,NA,"cloth","fabric",NA,40,11.5,38.1
"control",56,NA,"cloth","fabric",NA,100,11.5,38.1
"control",57,NA,"cloth","fabric",NA,100,11.5,38.1
"control",6,NA,"cloth","material",NA,60,20.6,15
"control",7,NA,"cloth","material",NA,60,20.6,15
"control",8,NA,"cloth","material",NA,80,20.6,15
"control",9,NA,"cloth","material",NA,60,20.6,15
"control",10,NA,"cloth","material",NA,60,20.6,15
"control",11,NA,"cloth","material",NA,80,20.6,15
"control",12,NA,"cloth","material",NA,60,20.6,15
"control",13,NA,"cloth","material",NA,40,20.6,15
"control",14,NA,"cloth","material",NA,80,20.6,15
"control",15,NA,"cloth","material",NA,80,20.6,15
"control",16,NA,"cloth","material",NA,100,20.6,15
"control",17,NA,"cloth","material",NA,100,20.6,15
"control",18,NA,"cloth","material",NA,40,20.6,15
"control",19,NA,"cloth","material",NA,40,20.6,15
"control",20,NA,"cloth","material",NA,40,20.6,15
"control",21,NA,"cloth","material",NA,20,20.6,15
"control",22,NA,"cloth","material",NA,60,20.6,15
"control",23,NA,"cloth","material",NA,40,20.6,15
"control",24,NA,"cloth","material",NA,40,20.6,15
"control",25,NA,"cloth","material",NA,80,20.6,15
"control",26,NA,"cloth","material",NA,80,20.6,15
"control",27,NA,"cloth","material",NA,80,20.6,15
"control",28,NA,"cloth","material",NA,100,20.6,15
"control",29,NA,"cloth","material",NA,100,20.6,15
"control",30,NA,"cloth","material",NA,80,20.6,15
"control",31,NA,"cloth","material",NA,60,20.6,15
"control",32,NA,"cloth","material",NA,80,20.6,15
"control",33,NA,"cloth","material",NA,40,20.6,15
"control",34,NA,"cloth","material",NA,20,20.6,15
"control",35,NA,"cloth","material",NA,80,20.6,15
"control",36,NA,"cloth","material",NA,80,20.6,15
"control",37,NA,"cloth","material",NA,60,20.6,15
"control",38,NA,"cloth","material",NA,100,20.6,15
"control",39,NA,"cloth","material",NA,60,20.6,15
"control",40,NA,"cloth","material",NA,80,20.6,15
"control",41,NA,"cloth","material",NA,100,20.6,15
"control",42,NA,"cloth","material",NA,20,20.6,15
"control",43,NA,"cloth","material",NA,20,20.6,15
"control",44,NA,"cloth","material",NA,100,20.6,15
"control",45,NA,"cloth","material",NA,40,20.6,15
"control",46,NA,"cloth","material",NA,80,20.6,15
"control",47,NA,"cloth","material",NA,80,20.6,15
"control",48,NA,"cloth","material",NA,60,20.6,15
"control",49,NA,"cloth","material",NA,80,20.6,15
"control",50,NA,"cloth","material",NA,60,20.6,15
"control",51,NA,"cloth","material",NA,40,20.6,15
"control",52,NA,"cloth","material",NA,80,20.6,15
"control",53,NA,"cloth","material",NA,40,20.6,15
"control",54,NA,"cloth","material",NA,60,20.6,15
"control",55,NA,"cloth","material",NA,60,20.6,15
"control",56,NA,"cloth","material",NA,40,20.6,15
"control",57,NA,"cloth","material",NA,80,20.6,15
"control",6,NA,"common","normal",NA,40,4.8,0
"control",7,NA,"common","normal",NA,40,4.8,0
"control",8,NA,"common","normal",NA,100,4.8,0
"control",9,NA,"common","normal",NA,60,4.8,0
"control",10,NA,"common","normal",NA,60,4.8,0
"control",11,NA,"common","normal",NA,100,4.8,0
"control",12,NA,"common","normal",NA,80,4.8,0
"control",13,NA,"common","normal",NA,40,4.8,0
"control",14,NA,"common","normal",NA,80,4.8,0
"control",15,NA,"common","normal",NA,80,4.8,0
"control",16,NA,"common","normal",NA,60,4.8,0
"control",17,NA,"common","normal",NA,100,4.8,0
"control",18,NA,"common","normal",NA,60,4.8,0
"control",19,NA,"common","normal",NA,40,4.8,0
"control",20,NA,"common","normal",NA,80,4.8,0
"control",21,NA,"common","normal",NA,100,4.8,0
"control",22,NA,"common","normal",NA,20,4.8,0
"control",23,NA,"common","normal",NA,60,4.8,0
"control",24,NA,"common","normal",NA,60,4.8,0
"control",25,NA,"common","normal",NA,40,4.8,0
"control",26,NA,"common","normal",NA,80,4.8,0
"control",27,NA,"common","normal",NA,60,4.8,0
"control",28,NA,"common","normal",NA,80,4.8,0
"control",29,NA,"common","normal",NA,20,4.8,0
"control",30,NA,"common","normal",NA,40,4.8,0
"control",31,NA,"common","normal",NA,40,4.8,0
"control",32,NA,"common","normal",NA,80,4.8,0
"control",33,NA,"common","normal",NA,80,4.8,0
"control",34,NA,"common","normal",NA,40,4.8,0
"control",35,NA,"common","normal",NA,40,4.8,0
"control",36,NA,"common","normal",NA,100,4.8,0
"control",37,NA,"common","normal",NA,80,4.8,0
"control",38,NA,"common","normal",NA,60,4.8,0
"control",39,NA,"common","normal",NA,20,4.8,0
"control",40,NA,"common","normal",NA,80,4.8,0
"control",41,NA,"common","normal",NA,40,4.8,0
"control",42,NA,"common","normal",NA,40,4.8,0
"control",43,NA,"common","normal",NA,60,4.8,0
"control",44,NA,"common","normal",NA,100,4.8,0
"control",45,NA,"common","normal",NA,40,4.8,0
"control",46,NA,"common","normal",NA,100,4.8,0
"control",47,NA,"common","normal",NA,40,4.8,0
"control",48,NA,"common","normal",NA,100,4.8,0
"control",49,NA,"common","normal",NA,60,4.8,0
"control",50,NA,"common","normal",NA,80,4.8,0
"control",51,NA,"common","normal",NA,60,4.8,0
"control",52,NA,"common","normal",NA,80,4.8,0
"control",53,NA,"common","normal",NA,60,4.8,0
"control",54,NA,"common","normal",NA,40,4.8,0
"control",55,NA,"common","normal",NA,60,4.8,0
"control",56,NA,"common","normal",NA,40,4.8,0
"control",57,NA,"common","normal",NA,80,4.8,0
"control",6,NA,"common","ordinary",NA,60,4.8,9.7
"control",7,NA,"common","ordinary",NA,60,4.8,9.7
"control",8,NA,"common","ordinary",NA,80,4.8,9.7
"control",9,NA,"common","ordinary",NA,80,4.8,9.7
"control",10,NA,"common","ordinary",NA,100,4.8,9.7
"control",11,NA,"common","ordinary",NA,80,4.8,9.7
"control",12,NA,"common","ordinary",NA,60,4.8,9.7
"control",13,NA,"common","ordinary",NA,20,4.8,9.7
"control",14,NA,"common","ordinary",NA,80,4.8,9.7
"control",15,NA,"common","ordinary",NA,60,4.8,9.7
"control",16,NA,"common","ordinary",NA,100,4.8,9.7
"control",17,NA,"common","ordinary",NA,60,4.8,9.7
"control",18,NA,"common","ordinary",NA,60,4.8,9.7
"control",19,NA,"common","ordinary",NA,40,4.8,9.7
"control",20,NA,"common","ordinary",NA,40,4.8,9.7
"control",21,NA,"common","ordinary",NA,100,4.8,9.7
"control",22,NA,"common","ordinary",NA,20,4.8,9.7
"control",23,NA,"common","ordinary",NA,60,4.8,9.7
"control",24,NA,"common","ordinary",NA,40,4.8,9.7
"control",25,NA,"common","ordinary",NA,80,4.8,9.7
"control",26,NA,"common","ordinary",NA,100,4.8,9.7
"control",27,NA,"common","ordinary",NA,60,4.8,9.7
"control",28,NA,"common","ordinary",NA,80,4.8,9.7
"control",29,NA,"common","ordinary",NA,20,4.8,9.7
"control",30,NA,"common","ordinary",NA,40,4.8,9.7
"control",31,NA,"common","ordinary",NA,40,4.8,9.7
"control",32,NA,"common","ordinary",NA,60,4.8,9.7
"control",33,NA,"common","ordinary",NA,60,4.8,9.7
"control",34,NA,"common","ordinary",NA,20,4.8,9.7
"control",35,NA,"common","ordinary",NA,60,4.8,9.7
"control",36,NA,"common","ordinary",NA,40,4.8,9.7
"control",37,NA,"common","ordinary",NA,40,4.8,9.7
"control",38,NA,"common","ordinary",NA,80,4.8,9.7
"control",39,NA,"common","ordinary",NA,60,4.8,9.7
"control",40,NA,"common","ordinary",NA,80,4.8,9.7
"control",41,NA,"common","ordinary",NA,80,4.8,9.7
"control",42,NA,"common","ordinary",NA,60,4.8,9.7
"control",43,NA,"common","ordinary",NA,60,4.8,9.7
"control",44,NA,"common","ordinary",NA,100,4.8,9.7
"control",45,NA,"common","ordinary",NA,60,4.8,9.7
"control",46,NA,"common","ordinary",NA,60,4.8,9.7
"control",47,NA,"common","ordinary",NA,60,4.8,9.7
"control",48,NA,"common","ordinary",NA,60,4.8,9.7
"control",49,NA,"common","ordinary",NA,80,4.8,9.7
"control",50,NA,"common","ordinary",NA,40,4.8,9.7
"control",51,NA,"common","ordinary",NA,60,4.8,9.7
"control",52,NA,"common","ordinary",NA,80,4.8,9.7
"control",53,NA,"common","ordinary",NA,40,4.8,9.7
"control",54,NA,"common","ordinary",NA,60,4.8,9.7
"control",55,NA,"common","ordinary",NA,80,4.8,9.7
"control",56,NA,"common","ordinary",NA,40,4.8,9.7
"control",57,NA,"common","ordinary",NA,60,4.8,9.7
"control",6,NA,"common","uncommon",NA,40,9.6,21.3
"control",7,NA,"common","uncommon",NA,80,9.6,21.3
"control",8,NA,"common","uncommon",NA,80,9.6,21.3
"control",9,NA,"common","uncommon",NA,40,9.6,21.3
"control",10,NA,"common","uncommon",NA,80,9.6,21.3
"control",11,NA,"common","uncommon",NA,40,9.6,21.3
"control",12,NA,"common","uncommon",NA,80,9.6,21.3
"control",13,NA,"common","uncommon",NA,60,9.6,21.3
"control",14,NA,"common","uncommon",NA,100,9.6,21.3
"control",15,NA,"common","uncommon",NA,40,9.6,21.3
"control",16,NA,"common","uncommon",NA,100,9.6,21.3
"control",17,NA,"common","uncommon",NA,60,9.6,21.3
"control",18,NA,"common","uncommon",NA,80,9.6,21.3
"control",19,NA,"common","uncommon",NA,60,9.6,21.3
"control",20,NA,"common","uncommon",NA,20,9.6,21.3
"control",21,NA,"common","uncommon",NA,40,9.6,21.3
"control",22,NA,"common","uncommon",NA,60,9.6,21.3
"control",23,NA,"common","uncommon",NA,60,9.6,21.3
"control",24,NA,"common","uncommon",NA,60,9.6,21.3
"control",25,NA,"common","uncommon",NA,40,9.6,21.3
"control",26,NA,"common","uncommon",NA,80,9.6,21.3
"control",27,NA,"common","uncommon",NA,100,9.6,21.3
"control",28,NA,"common","uncommon",NA,40,9.6,21.3
"control",29,NA,"common","uncommon",NA,20,9.6,21.3
"control",30,NA,"common","uncommon",NA,40,9.6,21.3
"control",31,NA,"common","uncommon",NA,40,9.6,21.3
"control",32,NA,"common","uncommon",NA,100,9.6,21.3
"control",33,NA,"common","uncommon",NA,100,9.6,21.3
"control",34,NA,"common","uncommon",NA,20,9.6,21.3
"control",35,NA,"common","uncommon",NA,60,9.6,21.3
"control",36,NA,"common","uncommon",NA,80,9.6,21.3
"control",37,NA,"common","uncommon",NA,40,9.6,21.3
"control",38,NA,"common","uncommon",NA,40,9.6,21.3
"control",39,NA,"common","uncommon",NA,100,9.6,21.3
"control",40,NA,"common","uncommon",NA,100,9.6,21.3
"control",41,NA,"common","uncommon",NA,80,9.6,21.3
"control",42,NA,"common","uncommon",NA,40,9.6,21.3
"control",43,NA,"common","uncommon",NA,40,9.6,21.3
"control",44,NA,"common","uncommon",NA,100,9.6,21.3
"control",45,NA,"common","uncommon",NA,100,9.6,21.3
"control",46,NA,"common","uncommon",NA,20,9.6,21.3
"control",47,NA,"common","uncommon",NA,80,9.6,21.3
"control",48,NA,"common","uncommon",NA,40,9.6,21.3
"control",49,NA,"common","uncommon",NA,100,9.6,21.3
"control",50,NA,"common","uncommon",NA,60,9.6,21.3
"control",51,NA,"common","uncommon",NA,40,9.6,21.3
"control",52,NA,"common","uncommon",NA,80,9.6,21.3
"control",53,NA,"common","uncommon",NA,60,9.6,21.3
"control",54,NA,"common","uncommon",NA,60,9.6,21.3
"control",55,NA,"common","uncommon",NA,60,9.6,21.3
"control",56,NA,"common","uncommon",NA,60,9.6,21.3
"control",57,NA,"common","uncommon",NA,100,9.6,21.3
"control",6,NA,"computer","disc",NA,80,5.4,10.4
"control",7,NA,"computer","disc",NA,100,5.4,10.4
"control",8,NA,"computer","disc",NA,80,5.4,10.4
"control",9,NA,"computer","disc",NA,60,5.4,10.4
"control",10,NA,"computer","disc",NA,60,5.4,10.4
"control",11,NA,"computer","disc",NA,20,5.4,10.4
"control",12,NA,"computer","disc",NA,40,5.4,10.4
"control",13,NA,"computer","disc",NA,40,5.4,10.4
"control",14,NA,"computer","disc",NA,100,5.4,10.4
"control",15,NA,"computer","disc",NA,40,5.4,10.4
"control",16,NA,"computer","disc",NA,80,5.4,10.4
"control",17,NA,"computer","disc",NA,100,5.4,10.4
"control",18,NA,"computer","disc",NA,40,5.4,10.4
"control",19,NA,"computer","disc",NA,40,5.4,10.4
"control",20,NA,"computer","disc",NA,40,5.4,10.4
"control",21,NA,"computer","disc",NA,40,5.4,10.4
"control",22,NA,"computer","disc",NA,20,5.4,10.4
"control",23,NA,"computer","disc",NA,40,5.4,10.4
"control",24,NA,"computer","disc",NA,60,5.4,10.4
"control",25,NA,"computer","disc",NA,60,5.4,10.4
"control",26,NA,"computer","disc",NA,80,5.4,10.4
"control",27,NA,"computer","disc",NA,40,5.4,10.4
"control",28,NA,"computer","disc",NA,80,5.4,10.4
"control",29,NA,"computer","disc",NA,100,5.4,10.4
"control",30,NA,"computer","disc",NA,40,5.4,10.4
"control",31,NA,"computer","disc",NA,100,5.4,10.4
"control",32,NA,"computer","disc",NA,20,5.4,10.4
"control",33,NA,"computer","disc",NA,60,5.4,10.4
"control",34,NA,"computer","disc",NA,20,5.4,10.4
"control",35,NA,"computer","disc",NA,20,5.4,10.4
"control",36,NA,"computer","disc",NA,60,5.4,10.4
"control",37,NA,"computer","disc",NA,40,5.4,10.4
"control",38,NA,"computer","disc",NA,20,5.4,10.4
"control",39,NA,"computer","disc",NA,40,5.4,10.4
"control",40,NA,"computer","disc",NA,20,5.4,10.4
"control",41,NA,"computer","disc",NA,60,5.4,10.4
"control",42,NA,"computer","disc",NA,20,5.4,10.4
"control",43,NA,"computer","disc",NA,20,5.4,10.4
"control",44,NA,"computer","disc",NA,80,5.4,10.4
"control",45,NA,"computer","disc",NA,60,5.4,10.4
"control",46,NA,"computer","disc",NA,40,5.4,10.4
"control",47,NA,"computer","disc",NA,40,5.4,10.4
"control",48,NA,"computer","disc",NA,60,5.4,10.4
"control",49,NA,"computer","disc",NA,100,5.4,10.4
"control",50,NA,"computer","disc",NA,100,5.4,10.4
"control",51,NA,"computer","disc",NA,80,5.4,10.4
"control",52,NA,"computer","disc",NA,40,5.4,10.4
"control",53,NA,"computer","disc",NA,100,5.4,10.4
"control",54,NA,"computer","disc",NA,40,5.4,10.4
"control",55,NA,"computer","disc",NA,100,5.4,10.4
"control",56,NA,"computer","disc",NA,60,5.4,10.4
"control",57,NA,"computer","disc",NA,40,5.4,10.4
"control",6,NA,"computer","keyboard",NA,80,4.8,21.7
"control",7,NA,"computer","keyboard",NA,100,4.8,21.7
"control",8,NA,"computer","keyboard",NA,100,4.8,21.7
"control",9,NA,"computer","keyboard",NA,80,4.8,21.7
"control",10,NA,"computer","keyboard",NA,60,4.8,21.7
"control",11,NA,"computer","keyboard",NA,100,4.8,21.7
"control",12,NA,"computer","keyboard",NA,60,4.8,21.7
"control",13,NA,"computer","keyboard",NA,80,4.8,21.7
"control",14,NA,"computer","keyboard",NA,100,4.8,21.7
"control",15,NA,"computer","keyboard",NA,80,4.8,21.7
"control",16,NA,"computer","keyboard",NA,80,4.8,21.7
"control",17,NA,"computer","keyboard",NA,100,4.8,21.7
"control",18,NA,"computer","keyboard",NA,60,4.8,21.7
"control",19,NA,"computer","keyboard",NA,40,4.8,21.7
"control",20,NA,"computer","keyboard",NA,60,4.8,21.7
"control",21,NA,"computer","keyboard",NA,100,4.8,21.7
"control",22,NA,"computer","keyboard",NA,20,4.8,21.7
"control",23,NA,"computer","keyboard",NA,80,4.8,21.7
"control",24,NA,"computer","keyboard",NA,40,4.8,21.7
"control",25,NA,"computer","keyboard",NA,80,4.8,21.7
"control",26,NA,"computer","keyboard",NA,100,4.8,21.7
"control",27,NA,"computer","keyboard",NA,40,4.8,21.7
"control",28,NA,"computer","keyboard",NA,100,4.8,21.7
"control",29,NA,"computer","keyboard",NA,100,4.8,21.7
"control",30,NA,"computer","keyboard",NA,100,4.8,21.7
"control",31,NA,"computer","keyboard",NA,60,4.8,21.7
"control",32,NA,"computer","keyboard",NA,60,4.8,21.7
"control",33,NA,"computer","keyboard",NA,80,4.8,21.7
"control",34,NA,"computer","keyboard",NA,20,4.8,21.7
"control",35,NA,"computer","keyboard",NA,40,4.8,21.7
"control",36,NA,"computer","keyboard",NA,100,4.8,21.7
"control",37,NA,"computer","keyboard",NA,60,4.8,21.7
"control",38,NA,"computer","keyboard",NA,100,4.8,21.7
"control",39,NA,"computer","keyboard",NA,60,4.8,21.7
"control",40,NA,"computer","keyboard",NA,60,4.8,21.7
"control",41,NA,"computer","keyboard",NA,80,4.8,21.7
"control",42,NA,"computer","keyboard",NA,40,4.8,21.7
"control",43,NA,"computer","keyboard",NA,40,4.8,21.7
"control",44,NA,"computer","keyboard",NA,100,4.8,21.7
"control",45,NA,"computer","keyboard",NA,60,4.8,21.7
"control",46,NA,"computer","keyboard",NA,60,4.8,21.7
"control",47,NA,"computer","keyboard",NA,60,4.8,21.7
"control",48,NA,"computer","keyboard",NA,100,4.8,21.7
"control",49,NA,"computer","keyboard",NA,80,4.8,21.7
"control",50,NA,"computer","keyboard",NA,100,4.8,21.7
"control",51,NA,"computer","keyboard",NA,40,4.8,21.7
"control",52,NA,"computer","keyboard",NA,100,4.8,21.7
"control",53,NA,"computer","keyboard",NA,60,4.8,21.7
"control",54,NA,"computer","keyboard",NA,60,4.8,21.7
"control",55,NA,"computer","keyboard",NA,100,4.8,21.7
"control",56,NA,"computer","keyboard",NA,100,4.8,21.7
"control",57,NA,"computer","keyboard",NA,100,4.8,21.7
"control",6,NA,"computer","program",NA,60,12.2,24.3
"control",7,NA,"computer","program",NA,100,12.2,24.3
"control",8,NA,"computer","program",NA,80,12.2,24.3
