CUE,TARGET, FSG, BSG, QSS, TSS
FUEL,POWER,0.014,0,5,22
FUGITIVE,CRIMINAL,0.17,0.013,21,18
FUGITIVE,PRISONER,0.095,0,21,16
FUGITIVE,OUTLAW,0.088,0.043,21,20
FUGITIVE,RUN,0.054,0,21,10
FUGITIVE,RUNAWAY,0.054, NA,21, NA
FUGITIVE,ESCAPE,0.041,0,21,19
FUGITIVE,JAIL,0.041,0,21,15
FUGITIVE,CONVICT,0.027,0,21,17
FUGITIVE,HIDE,0.027,0,21,9
FUGITIVE,LAW,0.027,0,21,14
FUGITIVE,BAD,0.02,0,21,9
FUGITIVE,CROOK,0.02,0,21,11
FUGITIVE,IMMIGRANT,0.02, NA,21, NA
FUGITIVE,JUSTICE,0.02,0,21,15
FUGITIVE,REBEL,0.02,0,21,26
FUGITIVE,CRIME,0.014,0,21,24
FUGITIVE,CUBA,0.014, NA,21, NA
FUGITIVE,HOSTAGE,0.014,0,21,24
FUGITIVE,ILLEGAL,0.014,0,21,9
FUGITIVE,REFUGEE,0.014, NA,21, NA
FUGITIVE,WANTED,0.014,0,21,15
FULL,EMPTY,0.577,0.611,11,11
FULL,COMPLETE,0.04,0.049,11,11
FULL,GAS,0.04,0,11,10
FULL,SPEED,0.027,0,11,15
FULL,FOOD,0.02,0,11,18
FULL,STOMACH,0.02,0,11,17
FULL,STUFFED,0.02, NA,11, NA
FULL,CAPACITY,0.013,0.2,11,23
FULL,HUNGRY,0.013,0.089,11,12
FULL,PLENTY,0.013,0.063,11,17
FULL,TANK,0.013,0.016,11,14
FUMES,GAS,0.283,0,16,10
FUMES,SMELL,0.138,0,16,13
FUMES,SMOKE,0.124,0,16,11
FUMES,FIRE,0.069,0,16,18
FUMES,ODOR,0.055,0,16,6
FUMES,SPRAY,0.034,0,16,20
FUMES,CAR,0.028,0,16,25
FUMES,FLAME,0.028,0,16,14
FUMES,TOXIC,0.028, NA,16, NA
FUMES,EXHAUST,0.021, NA,16, NA
FUMES,PAINT,0.021,0,16,16
FUMES,SMOG,0.021,0,16,15
FUMES,CHEMICAL,0.014,0,16,24
FUMES,HARMFUL,0.014,0,16,17
FUMES,NAUSEOUS,0.014,0,16,9
FUMES,POLLUTION,0.014,0,16,14
FUN,HAPPY,0.181,0,15,8
FUN,LAUGH,0.094,0.024,15,8
FUN,PARTY,0.087,0.196,15,22
FUN,PLAY,0.079,0.141,15,21
FUN,ENJOY,0.063,0.203,15,14
FUN,SUN,0.055,0.055,15,14
FUN,BEACH,0.047,0.018,15,16
FUN,GAME,0.047,0.142,15,13
FUN,EXCITED,0.024,0.02,15,19
FUN,CHILD,0.016,0,15,15
FUN,GOOD,0.016,0,15,8
FUN,PLEASURE,0.016,0.167,15,18
FUN,SEX,0.016,0.062,15,15
FUN,SMILE,0.016,0,15,12
FUN,WORK,0.016,0.014,15,19
FUNCTION,WORK,0.16,0,20,19
FUNCTION,MATH,0.097,0,20,19
FUNCTION,PURPOSE,0.062,0,20,13
FUNCTION,USE,0.056,0.014,20,22
FUNCTION,JOB,0.042,0,20,7
FUNCTION,MOVE,0.035,0,20,27
FUNCTION,ALGEBRA,0.021,0,20,9
FUNCTION,BODY,0.021,0,20,31
FUNCTION,MOVEMENT,0.021,0,20,16
FUNCTION,ABILITY,0.014,0,20,22
FUNCTION,CALCULATOR,0.014,0,20,12
FUNCTION,DO,0.014,0,20,20
FUNCTION,DYSFUNCTION,0.014, NA,20, NA
FUNCTION,EAT,0.014,0,20,11
FUNCTION,EVENT,0.014,0,20,22
FUNCTION,MACHINE,0.014,0,20,17
FUNCTION,OPERATE,0.014,0,20,19
FUNCTION,OPERATION,0.014,0,20,15
FUNCTION,PROCESS,0.014,0,20,25
FUNCTION,REASON,0.014,0,20,27
FUND,MONEY,0.73,0,8,19
FUND,RAISER,0.041, NA,8, NA
FUND,BANK,0.02,0,8,6
FUND,CHARITY,0.014,0,8,20
FUND,DOLLARS,0.014,0,8,8
FUND,FINANCE,0.014, NA,8, NA
FUND,MUTUAL,0.014, NA,8, NA
FUND,PAY,0.014,0,8,13
FUNERAL,DEATH,0.52,0.016,12,15
FUNERAL,DEAD,0.142,0.03,12,18
FUNERAL,SAD,0.081,0,12,7
FUNERAL,BLACK,0.034,0,12,10
FUNERAL,PROCESSION,0.034, NA,12, NA
FUNERAL,HOME,0.027,0,12,15
FUNERAL,PARLOR,0.027, NA,12, NA
FUNERAL,BURIAL,0.014,0.206,12,13
FUNERAL,CASKET,0.014,0.031,12,8
FUNERAL,PYRE,0.014, NA,12, NA
FUNERAL,SERVICE,0.014,0,12,13
FUNERAL,WAKE,0.014,0.113,12,18
FUNGI,MUSHROOM,0.209,0,14,22
FUNGI,GREEN,0.111,0,14,17
FUNGI,MOLD,0.092,0,14,15
FUNGI,BACTERIA,0.065,0,14,19
FUNGI,BIOLOGY,0.065,0,14,22
FUNGI,GROSS,0.052,0,14,16
FUNGI,ALGAE,0.046,0,14,16
FUNGI,PLANT,0.033,0,14,14
FUNGI,TOE,0.026,0,14,7
FUNGI,MOSS,0.02,0,14,11
FUNGI,AMOEBA,0.013, NA,14, NA
FUNGI,CHEESE,0.013,0,14,17
FUNGI,DISGUSTING,0.013,0,14,14
FUNGI,FEET,0.013,0,14,10
FUNGUS,MUSHROOM,0.134,0.091,16,22
FUNGUS,MOLD,0.127,0.087,16,15
FUNGUS,ALGAE,0.113,0.17,16,16
FUNGUS,GREEN,0.092,0,16,17
FUNGUS,DISEASE,0.056,0,16,12
FUNGUS,FOOT,0.049,0,16,9
FUNGUS,BACTERIA,0.042,0.141,16,19
FUNGUS,GROWTH,0.035,0,16,23
FUNGUS,FEET,0.028,0,16,10
FUNGUS,GROSS,0.028,0,16,16
FUNGUS,PLANT,0.028,0,16,14
FUNGUS,SLIME,0.028,0,16,15
FUNGUS,ATHLETESFOOT,0.014, NA,16, NA
FUNGUS,FUNGI,0.014,0,16,14
FUNGUS,MOSS,0.014,0.039,16,11
FUNGUS,TREE,0.014,0,16,21
FUNNY,LAUGH,0.351,0.055,17,8
FUNNY,JOKE,0.074,0.121,17,8
FUNNY,SAD,0.074,0,17,7
FUNNY,HUMOR,0.054,0.448,17,6
FUNNY,BONE,0.047,0,17,19
FUNNY,HILARIOUS,0.041,0.811,17,5
FUNNY,AMUSE,0.034,0.122,17,14
FUNNY,COMEDIAN,0.034,0.55,17,9
FUNNY,COMEDY,0.034,0.363,17,11
FUNNY,COMIC,0.034, NA,17, NA
FUNNY,HAPPY,0.034,0,17,8
FUNNY,CLOWN,0.027,0.325,17,11
FUNNY,DULL,0.02,0,17,11
FUNNY,SILLY,0.02,0.177,17,16
FUNNY,SMILE,0.02,0,17,12
FUNNY,HYSTERICAL,0.014, NA,17, NA
FUNNY,STUPID,0.014,0,17,6
FUR,COAT,0.324,0.027,13,17
FUR,ANIMAL,0.149,0.022,13,28
FUR,MINK,0.068,0.252,13,7
FUR,SOFT,0.061,0,13,19
FUR,WARM,0.047,0,13,11
FUR,RABBIT,0.041,0.101,13,27
FUR,FOX,0.034,0.02,13,18
FUR,COLD,0.027,0,13,19
FUR,RICH,0.027,0,13,7
FUR,HAIR,0.02,0,13,19
FUR,CAT,0.014,0,13,3
FUR,FUZZY,0.014,0.02,13,19
FUR,HOT,0.014,0,13,8
FURNITURE,HOUSE,0.216,0,12,13
FURNITURE,CHAIR,0.176,0,12,14
FURNITURE,COUCH,0.149,0,12,12
FURNITURE,SIT,0.054,0,12,14
FURNITURE,WOOD,0.047,0,12,26
FURNITURE,BED,0.034,0,12,11
FURNITURE,STORE,0.034,0,12,17
FURNITURE,APARTMENT,0.027,0,12,18
FURNITURE,COMFORT,0.027,0,12,24
FURNITURE,ROOM,0.027,0.016,12,22
FURNITURE,SOFA,0.02,0,12,10
FURNITURE,HOME,0.014,0,12,15
FURRY,ANIMAL,0.122,0,16,28
FURRY,DOG,0.101,0,16,5
FURRY,ANGER,0.074,0,16,14
FURRY,CAT,0.061,0,16,3
FURRY,SOFT,0.061,0,16,19
FURRY,HAIRY,0.047,0.048,16,25
FURRY,MAD,0.047,0,16,11
FURRY,BEAR,0.041,0,16,28
FURRY,FIRE,0.041,0,16,18
FURRY,RABBIT,0.034,0,16,27
FURRY,RAGE,0.034,0,16,6
FURRY,KITTEN,0.027,0,16,6
FURRY,ANGRY,0.02,0,16,9
FURRY,COAT,0.02,0,16,17
FURRY,FAST,0.02,0,16,7
FURRY,HELL,0.014,0,16,13
FURTHER,AWAY,0.169,0,13,17
FURTHER,FAR,0.142,0,13,12
FURTHER,FARTHER,0.122, NA,13, NA
FURTHER,DISTANCE,0.095,0,13,13
FURTHER,MORE,0.095,0,13,9
FURTHER,CLOSER,0.068, NA,13, NA
FURTHER,LONGER,0.027, NA,13, NA
FURTHER,AHEAD,0.02,0,13,12
FURTHER,NEARER,0.02, NA,13, NA
FURTHER,APART,0.014,0,13,8
FURTHER,BEYOND,0.014,0.072,13,20
FURTHER,DOWN,0.014,0,13,10
FURTHER,FORWARD,0.014,0,13,13
FURY,ANGER,0.306,0,12,14
FURY,MAD,0.125,0,12,11
FURY,RAGE,0.125,0.034,12,6
FURY,FIRE,0.062,0,12,18
FURY,CAT,0.028,0,12,3
FURY,FIGHT,0.028,0,12,24
FURY,STORM,0.028,0,12,12
FURY,ANIMAL,0.021,0,12,28
FURY,BLIND,0.021,0,12,19
FURY,HATE,0.014,0,12,12
FURY,QUICK,0.014,0,12,10
FURY,SOFT,0.014,0,12,19
FUSE,BOX,0.155,0,19,15
FUSE,LIGHT,0.142,0,19,12
FUSE,ELECTRIC,0.094,0,19,23
FUSE,BLOW,0.074,0,19,23
FUSE,ELECTRICITY,0.054,0,19,15
FUSE,TOGETHER,0.054,0,19,19
FUSE,LAMP,0.034,0,19,7
FUSE,BULB,0.02,0,19,7
FUSE,CAR,0.02,0,19,25
FUSE,JOIN,0.02,0,19,20
FUSE,AMP,0.014,0,19,19
FUSE,BOMB,0.014,0,19,17
FUSE,CHANGE,0.014,0,19,15
FUSE,CIRCUIT,0.014, NA,19, NA
FUSE,HOUSE,0.014,0,19,13
FUSE,SHORT,0.014,0,19,9
FUSE,STEREO,0.014,0,19,14
FUSE,SWITCH,0.014,0,19,8
FUSE,WIRES,0.014, NA,19, NA
FUSS,ARGUE,0.099,0,20,10
FUSS,COMPLAIN,0.079,0,20,19
FUSS,CRY,0.059,0,20,14
FUSS,WHINE,0.059, NA,20, NA
FUSS,BITCH,0.053, NA,20, NA
FUSS,FIGHT,0.053,0,20,24
FUSS,MESS,0.039,0,20,18
FUSS,MOTHER,0.039,0,20,13
FUSS,ANNOY,0.026,0,20,15
FUSS,BABY,0.02,0,20,19
FUSS,CHILD,0.02,0,20,15
FUSS,FIT,0.02,0,20,21
FUSS,OVER,0.02,0,20,11
FUSS,WORRY,0.02,0,20,24
FUSS,BOTHER,0.013,0,20,18
FUSS,MAD,0.013,0,20,11
FUSS,NAG,0.013,0,20,15
FUSS,QUARREL,0.013,0.014,20,7
FUSS,SCREAM,0.013,0,20,12
FUSS,YELL,0.013,0,20,9
FUTURE,PAST,0.306,0.291,9,10
FUTURE,TOMORROW,0.071,0.048,9,9
FUTURE,PRESENT,0.056,0.048,9,12
FUTURE,TIME,0.048,0,9,14
FUTURE,AHEAD,0.04,0.015,9,12
FUTURE,DISTANT,0.04,0,9,9
FUTURE,SPACE,0.04,0,9,25
FUTURE,BRIGHT,0.024,0,9,16
FUTURE,NOW,0.016,0,9,9
FUZZ,LINT,0.147,0.082,25,16
FUZZ,PEACH,0.087,0.155,25,10
FUZZ,BUSTER,0.073, NA,25, NA
FUZZ,BALL,0.067,0,25,17
FUZZ,CLOTHES,0.033,0,25,26
FUZZ,COTTON,0.033,0,25,19
FUZZ,BEAR,0.027,0,25,28
FUZZ,HAIR,0.027,0,25,19
FUZZ,SWEATER,0.027,0,25,14
FUZZ,TELEVISION,0.027,0,25,19
FUZZ,CARPET,0.02,0,25,17
FUZZ,COP,0.02,0,25,16
FUZZ,DUST,0.02,0,25,16
FUZZ,FACE,0.02,0,25,20
FUZZ,NAVEL,0.02, NA,25, NA
FUZZ,POLICE,0.02,0,25,19
FUZZ,ANIMAL,0.013,0,25,28
FUZZ,BUNNY,0.013,0,25,7
FUZZ,DOG,0.013,0,25,5
FUZZ,DRYER,0.013,0,25,9
FUZZ,FLUFF,0.013, NA,25, NA
FUZZ,FUR,0.013,0,25,13
FUZZ,HAZE,0.013,0,25,13
FUZZ,RUG,0.013,0,25,12
FUZZ,SOFT,0.013,0,25,19
FUZZY,BEAR,0.19,0,19,28
FUZZY,SOFT,0.109,0,19,19
FUZZY,NAVEL,0.088, NA,19, NA
FUZZY,FURRY,0.075,0,19,16
FUZZY,HAIRY,0.054,0.048,19,25
FUZZY,WUZZY,0.054, NA,19, NA
FUZZY,FLUFFY,0.041,0,19,11
FUZZY,BALL,0.034,0,19,17
FUZZY,PEACH,0.034,0,19,10
FUZZY,HAIR,0.027,0,19,19
FUZZY,WARM,0.027,0,19,11
FUZZY,DOG,0.02,0,19,5
FUZZY,FUR,0.02,0.014,19,13
FUZZY,RABBIT,0.02,0,19,27
FUZZY,BLUR,0.014,0.111,19,16
FUZZY,CLEAR,0.014,0,19,20
FUZZY,DICE,0.014,0.021,19,23
FUZZY,EYES,0.014,0,19,15
FUZZY,KITTEN,0.014,0,19,6
GAG,CHOKE,0.173,0.128,17,16
GAG,JOKE,0.173,0,17,8
GAG,GIFT,0.073,0,17,16
GAG,MOUTH,0.033,0,17,19
GAG,THROW-UP,0.033, NA,17, NA
GAG,FUNNY,0.027,0,17,17
GAG,PUKE,0.027,0,17,13
GAG,BARF,0.02, NA,17, NA
GAG,LAUGH,0.02,0,17,8
GAG,PRANK,0.02,0.036,17,17
GAG,VOMIT,0.02,0,17,16
GAG,GROSS,0.013,0,17,16
GAG,KILL,0.013,0,17,19
GAG,SILENCE,0.013,0,17,11
GAG,SPOON,0.013,0,17,12
GAG,STOP,0.013,0,17,8
GAG,TIE,0.013,0,17,17
GAIN,LOSE,0.378,0.047,10,11
GAIN,WEIGHT,0.26,0,10,14
GAIN,FAT,0.039,0,10,16
GAIN,LOSS,0.039,0.23,10,14
GAIN,MORE,0.039,0,10,9
GAIN,ADD,0.031,0,10,11
GAIN,GET,0.024,0,10,23
GAIN,ACHIEVE,0.016,0.053,10,17
GAIN,ACQUIRE,0.016,0.055,10,17
GAIN,PROFIT,0.016,0.095,10,4
GAL,GIRL,0.329,0,12,8
GAL,GUY,0.27,0.074,12,8
GAL,WOMAN,0.053,0,12,7
GAL,CHICK,0.039,0,12,12
GAL,GALLON,0.026,0,12,13
GAL,PAL,0.026,0,12,4
GAL,BOY,0.02,0,12,10
GAL,COUNTRY,0.013,0,12,19
GAL,LADY,0.013,0,12,15
GAL,NERVE,0.013,0,12,24
GAL,PERSON,0.013,0,12,14
GAL,SEAGULL,0.013,0,12,10
GALAXY,STARS,0.413,0,12,18
GALAXY,UNIVERSE,0.14,0,12,10
GALAXY,SPACE,0.107,0,12,25
GALAXY,PLANETS,0.073,0.026,12,18
GALAXY,MILKYWAY,0.06, NA,12, NA
GALAXY,INFINITY,0.027,0,12,14
GALAXY,FAR,0.02,0,12,12
GALAXY,IMMENSE,0.02, NA,12, NA
GALAXY,SOLARSYSTEM,0.02, NA,12, NA
GALAXY,STARWARS,0.02, NA,12, NA
GALAXY,MARS,0.013,0,12,13
GALAXY,SCIENCE,0.013,0,12,18
GALLON,MILK,0.297,0,13,18
GALLON,JUG,0.13,0.02,13,18
GALLON,WATER,0.109,0,13,18
GALLON,GAS,0.094,0,13,10
GALLON,QUART,0.08,0.174,13,9
GALLON,PINT,0.065,0.093,13,14
GALLON,LITER,0.029, NA,13, NA
GALLON,WINE,0.022,0,13,22
GALLON,HALF,0.014,0.016,13,8
GALLON,LIQUID,0.014,0,13,14
GALLON,MEASURE,0.014,0,13,23
GALLON,TANK,0.014,0,13,14
GALLON,TON,0.014,0,13,13
GALLOP,HORSE,0.662,0.012,6,16
GALLOP,TROT,0.144,0.131,6,8
GALLOP,RUN,0.065,0,6,10
GALLOP,POLL,0.029, NA,6, NA
GALLOP,RIDE,0.022,0,6,14
GALLOP,HOP,0.014,0,6,6
GALOSHES,RAIN,0.307,0,7,18
GALOSHES,BOOTS,0.244,0,7,13
GALOSHES,WET,0.102,0,7,11
GALOSHES,SHOE,0.087,0,7,14
GALOSHES,SNOW,0.071,0,7,14
GALOSHES,RUBBER,0.063,0,7,20
GALOSHES,MUD,0.024,0,7,10
GAMBLE,LOSE,0.205,0,12,11
GAMBLE,MONEY,0.192,0,12,19
GAMBLE,BET,0.16,0.345,12,10
GAMBLE,WIN,0.077,0,12,7
GAMBLE,DICE,0.071,0.124,12,23
GAMBLE,RISK,0.045,0,12,13
GAMBLE,CASINO,0.038, NA,12, NA
GAMBLE,VEGAS,0.038, NA,12, NA
GAMBLE,CHANCE,0.032,0.025,12,19
GAMBLE,CARDS,0.026,0.034,12,18
GAMBLE,WASTE,0.019,0,12,19
GAMBLE,POKER,0.013,0.034,12,10
GAME,PLAY,0.25,0.074,13,21
GAME,FUN,0.142,0.047,13,15
GAME,MONOPOLY,0.115,0.556,13,11
GAME,FOOTBALL,0.047,0.183,13,23
GAME,ROOM,0.041,0,13,22
GAME,BOARD,0.034,0.033,13,21
GAME,BASEBALL,0.027,0.108,13,18
GAME,RACQUETBALL,0.027,0,13,17
GAME,SHOW,0.027,0,13,24
GAME,WIN,0.027,0,13,7
GAME,CARD,0.02,0.248,13,21
GAME,LIFE,0.02,0,13,11
GAME,TENNIS,0.02,0.093,13,9
GAMES,FUN,0.27,0,13,15
GAMES,PLAY,0.164,0,13,21
GAMES,MONOPOLY,0.092,0,13,11
GAMES,VIDEO,0.066,0,13,16
GAMES,BOARD,0.033,0,13,21
GAMES,NINTENDO,0.033, NA,13, NA
GAMES,TOYS,0.033,0.092,13,21
GAMES,FOOTBALL,0.026,0,13,23
GAMES,WAR,0.026,0,13,19
GAMES,COMPUTER,0.013,0,13,33
GAMES,PEOPLE,0.013,0,13,18
GAMES,SEX,0.013,0,13,15
GAMES,SPORTS,0.013,0,13,20
GANDER,GOOSE,0.46,0.267,9,11
GANDER,LOOK,0.173,0,9,11
GANDER,GUESS,0.036,0,9,20
GANDER,GAZE,0.022, NA,9, NA
GANDER,WANDER,0.022,0,9,17
GANDER,BIRD,0.014,0,9,23
GANDER,THINK,0.014,0,9,22
GANDER,WALK,0.014,0,9,12
GANDER,WONDER,0.014,0,9,14
GANG,GROUP,0.182,0.02,18,23
GANG,VIOLENT,0.098,0,18,24
GANG,FIGHT,0.091,0,18,24
GANG,WAR,0.076,0,18,19
GANG,RAPE,0.045,0,18,26
GANG,BANG,0.03,0,18,17
GANG,FRIEND,0.03,0,18,22
GANG,GUN,0.03,0,18,18
GANG,PEOPLE,0.03,0,18,18
GANG,LOSANGELES,0.023,0.013,18,18
GANG,MEMBER,0.023,0,18,18
GANG,STREET,0.023,0,18,15
GANG,CHAIN,0.015,0.056,18,14
GANG,GUYS,0.015,0,18,14
GANG,KNIFE,0.015,0,18,13
GANG,MOB,0.015,0.15,18,10
GANG,STUPID,0.015,0,18,6
GANG,TROUBLE,0.015,0,18,18
GANGSTER,MOB,0.434,0.016,12,10
GANGSTER,GUN,0.112,0,12,18
GANGSTER,CAPONE,0.053, NA,12, NA
GANGSTER,HOOD,0.033,0.024,12,14
GANGSTER,MAFIA,0.033,0.02,12,24
GANGSTER,BAD,0.026,0,12,9
GANGSTER,MOVIE,0.02,0,12,21
GANGSTER,VIOLENCE,0.02,0,12,21
GANGSTER,CRIMINAL,0.013,0,12,18
GANGSTER,DANGER,0.013,0,12,23
GANGSTER,GANG,0.013,0,12,18
GANGSTER,ITALIAN,0.013,0,12,25
GARAGE,CAR,0.519,0,12,25
GARAGE,DOOR,0.123,0,12,23
GARAGE,HOUSE,0.052,0,12,13
GARAGE,SALE,0.039,0,12,17
GARAGE,STORAGE,0.032,0.054,12,21
GARAGE,DIRTY,0.026,0,12,15
GARAGE,OPENER,0.026,0,12,4
GARAGE,CARPORT,0.019, NA,12, NA
GARAGE,MAN,0.019,0,12,9
GARAGE,EMPTY,0.013,0,12,11
GARAGE,SMELL,0.013,0,12,13
GARAGE,STINK,0.013,0,12,11
GARBAGE,TRASH,0.456,0.526,14,11
GARBAGE,CAN,0.128,0.041,14,20
GARBAGE,BAG,0.077,0.039,14,17
GARBAGE,TRUCK,0.051,0,14,17
GARBAGE,SMELL,0.036,0,14,13
GARBAGE,DIRTY,0.031,0,14,15
GARBAGE,JUNK,0.031,0.118,14,19
GARBAGE,PAIL,0.021,0,14,7
GARBAGE,REFUSE,0.021,0.028,14,18
GARBAGE,DISPOSAL,0.015, NA,14, NA
GARBAGE,GROSS,0.015,0,14,16
GARBAGE,OUT,0.015,0,14,6
GARBAGE,MAN,0.01,0,14,9
GARBAGE,RUBBISH,0.01, NA,14, NA
GARDEN,FLOWER,0.391,0.036,14,21
GARDEN,HOSE,0.132,0.176,14,13
GARDEN,PLANT,0.119,0.022,14,14
GARDEN,VEGETABLES,0.086,0,14,21
GARDEN,ROSE,0.073,0,14,10
GARDEN,WEED,0.026,0.024,14,14
GARDEN,DIRT,0.02,0,14,18
GARDEN,EDEN,0.02, NA,14, NA
GARDEN,FOOD,0.013,0,14,18
GARDEN,MEMORY,0.013,0,14,15
GARDEN,NURSERY,0.013,0,14,10
GARDEN,PEAS,0.013,0,14,13
GARDEN,PRETTY,0.013,0,14,11
GARDEN,TOMATO,0.013,0,14,17
GARLIC,BREAD,0.178,0,19,15
GARLIC,SMELL,0.13,0,19,13
GARLIC,SALT,0.089,0,19,7
GARLIC,ONION,0.075,0.081,19,15
GARLIC,VAMPIRE,0.068,0,19,11
GARLIC,BREATH,0.062,0,19,13
GARLIC,CLOVE,0.048,0.129,19,14
GARLIC,ITALIAN,0.048,0,19,25
GARLIC,ODOR,0.027,0,19,6
GARLIC,PIZZA,0.027,0,19,14
GARLIC,SEASONING,0.027,0.027,19,10
GARLIC,SPICE,0.027,0.028,19,17
GARLIC,STINK,0.027,0,19,11
GARLIC,POWDER,0.021,0,19,17
GARLIC,PASTA,0.014,0,19,13
GARLIC,SPAGHETTI,0.014,0,19,13
GARLIC,STRONG,0.014,0,19,11
GARLIC,TOAST,0.014,0,19,14
GARLIC,YUCK,0.014,0,19,15
GAS,CAR,0.378,0.039,10,25
GAS,FUEL,0.154,0.664,10,5
GAS,MONEY,0.077,0.019,10,19
GAS,OIL,0.071,0.135,10,17
GAS,STATION,0.051,0.241,10,10
GAS,PETROLEUM,0.038,0.312,10,7
GAS,ENERGY,0.026,0.014,10,22
GAS,EXPENSIVE,0.026,0,10,13
GAS,STOVE,0.026,0,10,11
GAS,HEAT,0.013,0,10,16
GATE,FENCE,0.353,0.094,12,20
GATE,OPEN,0.16,0,12,5
GATE,LOCK,0.09,0,12,14
GATE,DOOR,0.083,0,12,23
GATE,ENTRANCE,0.045,0,12,8
GATE,SWING,0.038,0,12,22
GATE,CLOSE,0.032,0,12,9
GATE,HEAVEN,0.013,0,12,9
GATE,HOUSE,0.013,0,12,13
GATE,LATCH,0.013,0.011,12,12
GATE,PEARLY,0.013, NA,12, NA
GATE,YARD,0.013,0,12,15
GATHER,COLLECT,0.331,0.285,20,18
GATHER,TOGETHER,0.145,0,20,19
GATHER,GROUP,0.041,0,20,23
GATHER,JOIN,0.034,0,20,20
GATHER,SCATTER,0.028, NA,20, NA
GATHER,BELONGINGS,0.021, NA,20, NA
GATHER,FLOWERS,0.021,0,20,20
GATHER,SPREAD,0.021,0,20,15
GATHER,AROUND,0.014,0,20,16
GATHER,BRING,0.014,0,20,11
GATHER,CHURCH,0.014,0,20,15
GATHER,CROWD,0.014,0,20,15
GATHER,DISPERSE,0.014,0,20,20
GATHER,HEM,0.014,0,20,11
GATHER,INFORMATION,0.014,0,20,22
GATHER,LEAVE,0.014,0,20,18
GATHER,PARTY,0.014,0,20,22
GATHER,PICK,0.014,0,20,13
GATHER,SORT,0.014, NA,20, NA
GATHER,TAKE,0.014,0,20,11
GATHERING,TOGETHER,0.188,0,16,19
GATHERING,PARTY,0.125,0,16,22
GATHERING,GROUP,0.09,0.034,16,23
GATHERING,CHURCH,0.042,0,16,15
GATHERING,FAMILY,0.042,0,16,25
GATHERING,COLLECT,0.035,0,16,18
GATHERING,PEOPLE,0.035,0,16,18
GATHERING,MEETING,0.028,0.041,16,13
GATHERING,HUNTING,0.021,0.013,16,15
GATHERING,REUNION,0.021, NA,16, NA
GATHERING,SOCIAL,0.021,0.014,16,15
GATHERING,FEAST,0.014,0,16,15
GATHERING,FUN,0.014,0,16,15
GATHERING,GET,0.014,0,16,23
GATHERING,NUTS,0.014,0,16,16
GATHERING,THANKSGIVING,0.014,0,16,10
GAUGE,MEASURE,0.198,0,12,23
GAUGE,GAS,0.111,0,12,10
GAUGE,METER,0.087,0.014,12,16
GAUGE,CAR,0.056,0,12,25
GAUGE,PRESSURE,0.032,0.014,12,21
GAUGE,CHECK,0.024,0,12,13
GAUGE,INSTRUMENT,0.024,0,12,14
GAUGE,TEMPERATURE,0.024,0,12,12
GAUGE,TIRE,0.024,0,12,10
GAUGE,BANDAID,0.016,0,12,14
GAUGE,JUDGE,0.016,0,12,17
GAUGE,LEVER,0.016,0,12,15
GAUZE,BANDAGE,0.203,0.013,13,14
GAUZE,PAD,0.088,0,13,13
GAUZE,WOUND,0.081,0,13,12
GAUZE,BANDAID,0.061,0,13,14
GAUZE,CUT,0.061,0,13,21
GAUZE,TAPE,0.061,0,13,18
GAUZE,BLOOD,0.034,0,13,20
GAUZE,COTTON,0.034,0,13,19
GAUZE,INJURY,0.027,0,13,12
GAUZE,STERILE,0.027, NA,13, NA
GAUZE,MEDICAL,0.02,0,13,12
GAUZE,TEETH,0.014,0,13,16
GAUZE,WRAP,0.014,0,13,18
GAVEL,JUDGE,0.467,0.041,8,17
GAVEL,COURT,0.087,0,8,17
GAVEL,HAMMER,0.073,0,8,7
GAVEL,ROCKS,0.06,0,8,20
GAVEL,ROAD,0.04,0,8,24
GAVEL,SAND,0.02,0,8,8
GAVEL,DIRT,0.013,0,8,18
GAVEL,STREET,0.013,0,8,15
GAZELLE,ANIMAL,0.211,0,15,28
GAZELLE,DEER,0.156,0,15,18
GAZELLE,AFRICA,0.041,0,15,16
GAZELLE,NEWSPAPER,0.041,0,15,23
GAZELLE,ANTELOPE,0.034,0.033,15,10
GAZELLE,GRACEFUL,0.034,0,15,15
GAZELLE,HORNS,0.034, NA,15, NA
GAZELLE,BIRD,0.027,0,15,23
GAZELLE,FAST,0.014,0,15,7
GAZELLE,GIRAFFE,0.014,0,15,8
GAZELLE,LEAP,0.014,0,15,11
GAZELLE,MAGAZINE,0.014,0,15,13
GAZELLE,PORCH,0.014,0,15,15
GAZELLE,ZEBRA,0.014,0,15,9
GAZELLE,ZOO,0.014,0,15,8
GEAR,CAR,0.144,0,21,25
GEAR,SHIFT,0.131,0.182,21,10
GEAR,L.A.,0.098, NA,21, NA
GEAR,BIKE,0.033,0,21,18
GEAR,HIKE,0.033,0,21,14
GEAR,BICYCLE,0.026,0,21,15
GEAR,CLOTHES,0.026,0,21,26
GEAR,HEAD,0.026,0,21,15
GEAR,SHOES,0.026,0,21,12
GEAR,EQUIPMENT,0.02, NA,21, NA
GEAR,CAMPING,0.013,0,21,17
GEAR,CLUTCH,0.013, NA,21, NA
GEAR,FIFTH,0.013, NA,21, NA
GEAR,FIVESPEED,0.013, NA,21, NA
GEAR,HELMET,0.013,0,21,11
GEAR,MOTOR,0.013,0,21,13
GEAR,MOVE,0.013,0,21,27
GEAR,RAIN,0.013,0,21,18
GEAR,SPORT,0.013,0,21,12
