CUE,TARGET, FSG, BSG, QSS, TSS
GEAR,STICK,0.013,0,21,24
GEAR,SWIM,0.013,0,21,19
GEESE,DUCKS,0.291,0.067,13,19
GEESE,GOOSE,0.205,0.085,13,11
GEESE,BIRDS,0.113,0,13,21
GEESE,GANDER,0.066,0,13,9
GEESE,FLY,0.026,0,13,19
GEESE,ANIMAL,0.02,0,13,28
GEESE,EGGS,0.02,0,13,21
GEESE,FARM,0.013,0,13,12
GEESE,FOOD,0.013,0,13,18
GEESE,SWAN,0.013,0,13,13
GEESE,TURKEY,0.013,0,13,14
GEESE,WHITE,0.013,0,13,8
GEESE,WINTER,0.013,0,13,4
GEM,DIAMOND,0.448,0.011,7,17
GEM,JEWEL,0.15,0.066,7,20
GEM,STONE,0.134,0,7,10
GEM,RUBY,0.094,0.069,7,10
GEM,PEARL,0.031,0,7,14
GEM,RING,0.031,0,7,13
GEM,ROCK,0.016,0,7,13
GENDER,SEX,0.349,0.062,9,15
GENDER,FEMALE,0.24,0,9,12
GENDER,MALE,0.212,0,9,5
GENDER,BIAS,0.027,0.027,9,15
GENDER,WOMAN,0.027,0,9,7
GENDER,GIRL,0.021,0,9,8
GENDER,PEOPLE,0.021,0,9,18
GENDER,IDENTITY,0.014,0,9,17
GENDER,RACE,0.014,0,9,17
GENE,POOL,0.172,0,18,13
GENE,DNA,0.146, NA,18, NA
GENE,CHROMOSOMES,0.099,0,18,16
GENE,HEREDITY,0.06, NA,18, NA
GENE,GENETICS,0.033, NA,18, NA
GENE,BIOLOGY,0.02,0,18,22
GENE,BODY,0.02,0,18,31
GENE,CHILDREN,0.02,0,18,17
GENE,MALE,0.02,0,18,5
GENE,NAME,0.02,0,18,20
GENE,PARENTS,0.02,0,18,22
GENE,ALLELE,0.013, NA,18, NA
GENE,FAMILY,0.013,0,18,25
GENE,LIFE,0.013,0,18,11
GENE,MAN,0.013,0,18,9
GENE,SPERM,0.013, NA,18, NA
GENE,SPLICE,0.013, NA,18, NA
GENE,TRAIT,0.013,0.178,18,13
GENERAL,HOSPITAL,0.126,0,21,17
GENERAL,ARMY,0.091,0,21,12
GENERAL,SPECIFIC,0.07,0.128,21,20
GENERAL,BASIC,0.063,0.014,21,20
GENERAL,BROAD,0.042,0.02,21,16
GENERAL,OVERALL,0.028, NA,21, NA
GENERAL,STORE,0.028,0.016,21,17
GENERAL,ADMISSION,0.021,0,21,16
GENERAL,IDEA,0.021,0,21,17
GENERAL,ADMIRAL,0.014, NA,21, NA
GENERAL,AIRFORCE,0.014,0,21,15
GENERAL,AVERAGE,0.014,0,21,19
GENERAL,CINEMA,0.014,0,21,4
GENERAL,COLONEL,0.014,0.041,21,15
GENERAL,COMMANDER,0.014,0.019,21,18
GENERAL,EASY,0.014,0,21,8
GENERAL,ELECTRIC,0.014,0,21,23
GENERAL,INTRODUCTION,0.014, NA,21, NA
GENERAL,NORMAL,0.014,0,21,15
GENERAL,PLAIN,0.014,0,21,20
GENERAL,SERGEANT,0.014,0.054,21,16
GENEROUS,GIVE,0.303,0.011,12,13
GENEROUS,KIND,0.092,0.014,12,15
GENEROUS,MONEY,0.085,0,12,19
GENEROUS,NICE,0.077,0,12,14
GENEROUS,STINGY,0.063,0,12,18
GENEROUS,FRIENDLY,0.021,0,12,15
GENEROUS,GREED,0.021,0.014,12,13
GENEROUS,PLENTY,0.021,0,12,17
GENEROUS,ABUNDANCE,0.014,0,12,21
GENEROUS,AMOUNT,0.014,0,12,15
GENEROUS,CHARITY,0.014,0.034,12,20
GENEROUS,GIFT,0.014,0,12,16
GENIUS,SMART,0.434,0.013,10,14
GENIUS,EINSTEIN,0.071,0.149,10,14
GENIUS,INTELLIGENT,0.071,0,10,8
GENIUS,BRILLIANT,0.056,0.041,10,13
GENIUS,INTELLIGENCE,0.032,0.014,10,13
GENIUS,BRAIN,0.024,0,10,17
GENIUS,BRIGHT,0.024,0,10,16
GENIUS,INTELLECT,0.024,0.014,10,12
GENIUS,GIFTED,0.016,0.027,10,13
GENIUS,IQ,0.016, NA,10, NA
GENTLE,SOFT,0.196,0.03,18,19
GENTLE,KIND,0.161,0.054,18,15
GENTLE,ROUGH,0.105,0,18,17
GENTLE,HARSH,0.049,0,18,17
GENTLE,LOVING,0.042,0,18,15
GENTLE,TOUCH,0.042,0.018,18,10
GENTLE,NICE,0.035,0,18,14
GENTLE,CARING,0.028,0,18,18
GENTLE,BEN,0.021, NA,18, NA
GENTLE,CALM,0.021,0,18,14
GENTLE,MAN,0.021,0,18,9
GENTLE,STRONG,0.021,0,18,11
GENTLE,CARESS,0.014,0.026,18,17
GENTLE,HARD,0.014,0,18,10
GENTLE,MEAN,0.014,0,18,18
GENTLE,SOOTHE,0.014,0,18,19
GENTLE,SWEET,0.014,0,18,12
GENTLE,WARM,0.014,0,18,11
GENTLEMAN,LADY,0.329,0.086,16,15
GENTLEMAN,MAN,0.137,0,16,9
GENTLEMAN,WOMAN,0.11,0,16,7
GENTLEMAN,KIND,0.034,0,16,15
GENTLEMAN,GUY,0.027,0,16,8
GENTLEMAN,MALE,0.027,0,16,5
GENTLEMAN,POLITE,0.027,0,16,9
GENTLEMAN,HONEST,0.021,0,16,18
GENTLEMAN,NICE,0.021,0,16,14
GENTLEMAN,BATHROOM,0.014,0,16,14
GENTLEMAN,BOY,0.014,0,16,10
GENTLEMAN,CHIVALRY,0.014, NA,16, NA
GENTLEMAN,COURTEOUS,0.014, NA,16, NA
GENTLEMAN,DAD,0.014,0,16,5
GENTLEMAN,DUDE,0.014, NA,16, NA
GENTLEMAN,TUXEDO,0.014,0,16,11
GENUINE,REAL,0.324,0.029,15,14
GENUINE,TRUE,0.115,0,15,14
GENUINE,UNIQUE,0.074,0,15,15
GENUINE,ORIGINAL,0.061,0,15,18
GENUINE,FAKE,0.054,0.014,15,19
GENUINE,LEATHER,0.034,0,15,20
GENUINE,SINCERE,0.034,0.014,15,16
GENUINE,AUTHENTIC,0.027, NA,15, NA
GENUINE,DIAMOND,0.027,0,15,17
GENUINE,HONEST,0.02,0,15,18
GENUINE,NICE,0.02,0,15,14
GENUINE,PURE,0.02,0,15,18
GENUINE,RARE,0.02,0,15,27
GENUINE,BEER,0.014,0,15,22
GENUINE,GOOD,0.014,0,15,8
GEOLOGY,ROCK,0.409,0,9,13
GEOLOGY,EARTH,0.189,0,9,12
GEOLOGY,LAND,0.087,0,9,25
GEOLOGY,SCIENCE,0.047,0,9,18
GEOLOGY,STUDY,0.039,0,9,20
GEOLOGY,MAP,0.024,0,9,16
GEOLOGY,GEOGRAPHY,0.016, NA,9, NA
GEOLOGY,GROUND,0.016,0,9,14
GEOLOGY,MOUNTAIN,0.016,0,9,17
GEOMETRY,MATH,0.534,0,11,19
GEOMETRY,ANGLE,0.081,0.179,11,16
GEOMETRY,TRIANGLE,0.081,0.095,11,14
GEOMETRY,SHAPE,0.068,0,11,18
GEOMETRY,ALGEBRA,0.041,0,11,9
GEOMETRY,CIRCLE,0.027,0,11,5
GEOMETRY,LINE,0.02,0,11,18
GEOMETRY,ANALYTICAL,0.014, NA,11, NA
GEOMETRY,FIGURE,0.014,0,11,19
GEOMETRY,SQUARE,0.014,0.014,11,13
GEOMETRY,TEACHER,0.014,0,11,12
GEORGE,WASHINGTON,0.218, NA,14, NA
GEORGE,NAME,0.102,0,14,20
GEORGE,JUNGLE,0.095,0,14,21
GEORGE,CURIOUS,0.088,0.193,14,18
GEORGE,MONKEY,0.068,0,14,22
GEORGE,PRESIDENT,0.048,0,14,19
GEORGE,BOY,0.041,0.038,14,10
GEORGE,BUSH,0.034,0.016,14,15
GEORGE,KING,0.02,0,14,8
GEORGE,CLOONEY,0.014, NA,14, NA
GEORGE,MALE,0.014,0,14,5
GEORGE,MAN,0.014,0,14,9
GEORGE,PERSON,0.014,0,14,14
GEORGE,SEINFELD,0.014, NA,14, NA
GERM,DISEASE,0.215,0,16,12
GERM,BACTERIA,0.177,0.099,16,19
GERM,SICK,0.134,0,16,13
GERM,VIRUS,0.087,0.026,16,13
GERM,WHEAT,0.055,0.108,16,17
GERM,INFECTION,0.039,0.014,16,18
GERM,COLD,0.031,0,16,19
GERM,DIRTY,0.024,0,16,15
GERM,FLU,0.024,0,16,8
GERM,ILLNESS,0.024,0,16,7
GERM,BIOLOGY,0.016,0,16,22
GERM,BUG,0.016,0,16,16
GERM,CELL,0.016,0,16,16
GERM,CULTURE,0.016,0,16,29
GERM,MICROSCOPIC,0.016, NA,16, NA
GERM,WARFARE,0.016, NA,16, NA
GET,TAKE,0.122,0.047,23,11
GET,RECEIVE,0.117,0.35,23,15
GET,GIVE,0.094,0.061,23,13
GET,WANT,0.072,0.061,23,9
GET,OBTAIN,0.05,0.476,23,16
GET,HAVE,0.044,0.039,23,15
GET,ACQUIRE,0.039,0.397,23,17
GET,GOT,0.039, NA,23, NA
GET,ACHIEVEMENT,0.022,0,23,17
GET,BRING,0.022,0.027,23,11
GET,GRAB,0.022,0.027,23,18
GET,SMART,0.022,0,23,14
GET,WELL,0.022,0,23,12
GET,AWAY,0.017,0,23,17
GET,GOING,0.017,0,23,9
GET,MONEY,0.017,0,23,19
GET,BUY,0.011,0.011,23,13
GET,GO,0.011,0,23,14
GET,KEEP,0.011,0,23,17
GET,LOSE,0.011,0,23,11
GET,LOST,0.011,0,23,6
GET,NEED,0.011,0,23,8
GET,OUT,0.011,0,23,6
GEYSER,WATER,0.206,0,13,18
GEYSER,FOUNTAIN,0.079,0,13,7
GEYSER,SPOUT,0.071, NA,13, NA
GEYSER,YELLOWSTONE,0.071, NA,13, NA
GEYSER,OLDFAITHFUL,0.063, NA,13, NA
GEYSER,HOT,0.04,0,13,8
GEYSER,SPRING,0.04,0,13,14
GEYSER,GUSH,0.032, NA,13, NA
GEYSER,GUSHER,0.024, NA,13, NA
GEYSER,STEAM,0.024,0,13,18
GEYSER,MOUNTAIN,0.016,0,13,17
GEYSER,SPEW,0.016, NA,13, NA
GEYSER,VOLCANO,0.016,0,13,10
GHETTO,POOR,0.133,0,20,11
GHETTO,SLUM,0.127,0.172,20,20
GHETTO,HOOD,0.087,0,20,14
GHETTO,DIRTY,0.053,0,20,15
GHETTO,PROJECTS,0.053, NA,20, NA
GHETTO,NEIGHBORHOOD,0.04,0.013,20,21
GHETTO,POVERTY,0.04,0,20,11
GHETTO,BLACK,0.033,0,20,10
GHETTO,CRIME,0.033,0,20,24
GHETTO,CITY,0.027,0,20,18
GHETTO,BAD,0.02,0,20,9
GHETTO,RUNDOWN,0.02, NA,20, NA
GHETTO,BOYS,0.013,0,20,9
GHETTO,BRONX,0.013, NA,20, NA
GHETTO,DANGEROUS,0.013,0,20,22
GHETTO,DOWNTOWN,0.013,0,20,24
GHETTO,GANGS,0.013, NA,20, NA
GHETTO,HOUSE,0.013,0,20,13
GHETTO,IMPOVERISHED,0.013, NA,20, NA
GHETTO,URBAN,0.013, NA,20, NA
GHOST,SCARY,0.139,0.02,24,13
GHOST,WHITE,0.085,0,24,8
GHOST,GOBLIN,0.073,0.445,24,12
GHOST,SPOOK,0.061,0.385,24,5
GHOST,SHEET,0.055,0,24,8
GHOST,SPIRIT,0.055,0.133,24,17
GHOST,CASPER,0.036, NA,24, NA
GHOST,GHOUL,0.03,0.649,24,7
GHOST,HALLOWEEN,0.03,0.085,24,17
GHOST,HAUNT,0.03,0.261,24,8
GHOST,MONSTER,0.03,0.018,24,22
GHOST,BOO,0.024, NA,24, NA
GHOST,FRIGHT,0.024,0.014,24,8
GHOST,STORY,0.024,0,24,14
GHOST,IMAGINARY,0.018, NA,24, NA
GHOST,TRANSPARENT,0.018,0.014,24,9
GHOST,FAKE,0.012,0,24,19
GHOST,FEAR,0.012,0,24,17
GHOST,MANSION,0.012,0,24,12
GHOST,NOTHING,0.012,0,24,15
GHOST,PHANTOM,0.012,0.405,24,10
GHOST,SUPERNATURAL,0.012, NA,24, NA
GHOST,WITCH,0.012,0,24,22
GHOST,WRITER,0.012,0,24,19
GHOUL,GHOST,0.649,0.03,7,24
GHOUL,GOBLIN,0.053,0.048,7,12
GHOUL,SCARY,0.033,0,7,13
GHOUL,HALLOWEEN,0.02,0,7,17
GHOUL,MONSTER,0.02,0,7,22
GHOUL,GROSS,0.013,0,7,16
GHOUL,MOVIE,0.013,0,7,21
GIANT,BIG,0.229,0,17,9
GIANT,SMALL,0.076,0,17,9
GIANT,GREEN,0.069,0,17,17
GIANT,MIDGET,0.069,0.053,17,8
GIANT,TALL,0.069,0,17,9
GIANT,HUGE,0.062,0,17,7
GIANT,DWARF,0.035,0,17,9
GIANT,LARGE,0.035,0.039,17,6
GIANT,BEANSTALK,0.028, NA,17, NA
GIANT,FOOTBALL,0.028,0,17,23
GIANT,JOLLY,0.028, NA,17, NA
GIANT,MAN,0.021,0,17,9
GIANT,SIZE,0.014,0,17,11
GIANT,SOUND,0.014,0,17,10
GIANT,STRONG,0.014,0,17,11
GIANT,TINY,0.014,0,17,8
GIANT,TREE,0.014,0,17,21
GIFT,PRESENT,0.609,0.31,16,12
GIFT,BIRTHDAY,0.051,0.02,16,15
GIFT,GIVE,0.038,0.028,16,13
GIFT,CHRISTMAS,0.032,0.084,16,13
GIFT,BOX,0.026,0.051,16,15
GIFT,RECEIVE,0.026,0.077,16,15
GIFT,WRAP,0.026,0.111,16,18
GIFT,NICE,0.019,0,16,14
GIFT,BOW,0.013,0,16,12
GIFT,HOLIDAY,0.013,0,16,11
GIFT,HORSE,0.013,0,16,16
GIFT,LOVE,0.013,0,16,18
GIFT,PARTY,0.013,0,16,22
GIFT,RIBBON,0.013,0,16,14
GIFT,SURPRISE,0.013,0.013,16,14
GIFT,THANKS,0.013,0,16,14
GIFTED,SMART,0.459,0,13,14
GIFTED,TALENTED,0.149, NA,13, NA
GIFTED,INTELLIGENT,0.047,0,13,8
GIFTED,CHILD,0.034,0,13,15
GIFTED,BRIGHT,0.027,0,13,16
GIFTED,GENIUS,0.027,0.016,13,10
GIFTED,SPECIAL,0.027,0.014,13,20
GIFTED,BRILLIANT,0.02,0,13,13
GIFTED,DUMB,0.02,0,13,4
GIFTED,EXCEPTIONAL,0.014,0.074,13,18
GIFTED,ME,0.014,0,13,12
GIFTED,RETARDED,0.014,0,13,17
GIFTED,STUPID,0.014,0,13,6
GIGGLE,LAUGH,0.78,0.073,7,8
GIGGLE,FUNNY,0.038,0,7,17
GIGGLE,HAPPY,0.03,0,7,8
GIGGLE,SMILE,0.023,0,7,12
GIGGLE,GIRLS,0.015,0,7,10
GIGGLE,JOKE,0.015,0,7,8
GIGGLE,SILLY,0.015,0.02,7,16
GIN,TONIC,0.295,0.304,11,11
GIN,ALCOHOL,0.164,0,11,12
GIN,LIQUOR,0.082,0.028,11,18
GIN,RUM,0.082,0,11,10
GIN,DRINK,0.068,0,11,20
GIN,RUMMY,0.068,0.311,11,10
GIN,VODKA,0.062,0.076,11,17
GIN,WHISKEY,0.021,0,11,15
GIN,ALE,0.014,0,11,7
GIN,DRUNK,0.014,0,11,19
GIN,WINE,0.014,0,11,22
GIRAFFE,NECK,0.298,0,8,19
GIRAFFE,TALL,0.172,0,8,9
GIRAFFE,ANIMAL,0.119,0,8,28
GIRAFFE,LONG,0.099,0,8,13
GIRAFFE,ZOO,0.079,0,8,8
GIRAFFE,ELEPHANT,0.04,0.021,8,19
GIRAFFE,AFRICA,0.013,0,8,16
GIRAFFE,TREES,0.013,0,8,19
GIRL,BOY,0.738,0.701,8,10
GIRL,FRIEND,0.034,0.072,8,22
GIRL,WOMAN,0.034,0.087,8,7
GIRL,PRETTY,0.027,0.149,8,11
GIRL,FEMALE,0.013,0.098,8,12
GIRL,GUY,0.013,0.463,8,8
GIRL,INNOCENCE,0.013,0.027,8,15
GIRL,LADY,0.013,0.036,8,15
GIRLFRIEND,BOYFRIEND,0.487,0.458,13,12
GIRLFRIEND,LOVE,0.073,0,13,18
GIRLFRIEND,FRIEND,0.053,0,13,22
GIRLFRIEND,LOVER,0.02,0.03,13,16
GIRLFRIEND,SEX,0.02,0,13,15
GIRLFRIEND,COMPANION,0.013,0,13,11
GIRLFRIEND,FRIENDSHIP,0.013,0,13,21
GIRLFRIEND,FUN,0.013,0,13,15
GIRLFRIEND,HAPPY,0.013,0,13,8
GIRLFRIEND,LOYAL,0.013,0,13,18
GIRLFRIEND,PAIN,0.013,0,13,13
GIRLFRIEND,PERSON,0.013,0,13,14
GIRLFRIEND,YES,0.013,0,13,7
GIRLS,BOYS,0.503,0.5,10,9
GIRLS,WOMEN,0.073,0,10,13
GIRLS,GUYS,0.04,0.446,10,14
GIRLS,BEAUTIFUL,0.033,0,10,8
GIRLS,FUN,0.033,0,10,15
GIRLS,PRETTY,0.033,0,10,11
GIRLS,SEX,0.033,0,10,15
GIRLS,FEMALES,0.02, NA,10, NA
GIRLS,SEXY,0.02,0,10,21
GIRLS,DRESSES,0.013, NA,10, NA
GIVE,TAKE,0.444,0.412,13,11
GIVE,RECEIVE,0.111,0.182,13,15
GIVE,GET,0.061,0.094,13,23
GIVE,AWAY,0.033,0,13,17
GIVE,SHARE,0.033,0.243,13,20
GIVE,GIFT,0.028,0.038,13,16
GIVE,UP,0.022,0,13,5
GIVE,OFFER,0.017, NA,13, NA
GIVE,PRESENT,0.017,0,13,12
GIVE,CHARITY,0.011,0.233,13,20
GIVE,GENEROUS,0.011,0.303,13,12
GIVE,KEEP,0.011,0.084,13,17
GIVE,MONEY,0.011,0,13,19
GIVEUP,QUIT,0.211,0.083,20,17
GIVEUP,LOSE,0.095,0,20,11
GIVEUP,GIVEIN,0.048, NA,20, NA
GIVEUP,SURRENDER,0.048, NA,20, NA
GIVEUP,FAIL,0.034,0,20,21
GIVEUP,LOOSE,0.034,0,20,7
GIVEUP,LETGO,0.027, NA,20, NA
GIVEUP,FORFEIT,0.02, NA,20, NA
GIVEUP,FORGET,0.02,0,20,11
GIVEUP,NEVER,0.02,0,20,9
GIVEUP,QUITTER,0.02, NA,20, NA
GIVEUP,STOP,0.02,0,20,8
GIVEUP,TRY,0.02,0.027,20,16
GIVEUP,DOWN,0.014,0,20,10
GIVEUP,END,0.014,0,20,8
GIVEUP,HOPE,0.014,0,20,19
GIVEUP,HOPELESS,0.014,0,20,18
GIVEUP,LEAVE,0.014,0,20,18
GIVEUP,LOSER,0.014,0,20,11
GIVEUP,TAKE,0.014,0,20,11
GIVING,TAKING,0.211, NA,18, NA
GIVING,RECEIVING,0.105, NA,18, NA
GIVING,CARING,0.072,0,18,18
GIVING,GENEROUS,0.066,0,18,12
GIVING,TAKE,0.066,0,18,11
GIVING,SHARING,0.053, NA,18, NA
GIVING,CHRISTMAS,0.033,0,18,13
GIVING,GIFT,0.026,0,18,16
GIVING,NICE,0.026,0,18,14
GIVING,UP,0.026,0,18,5
GIVING,GETTING,0.02, NA,18, NA
GIVING,THANKS,0.02,0.034,18,14
GIVING,FAKING,0.013, NA,18, NA
GIVING,GOOD,0.013,0,18,8
GIVING,KIND,0.013,0,18,15
GIVING,LOVE,0.013,0,18,18
GIVING,LOVING,0.013,0,18,15
GIVING,TREE,0.013,0,18,21
GLACIER,ICE,0.723,0,6,18
GLACIER,COLD,0.095,0,6,19
GLACIER,ICEBERG,0.034,0.027,6,16
GLACIER,SNOW,0.027,0,6,14
GLACIER,MOUNTAIN,0.02,0,6,17
GLACIER,TITANIC,0.014, NA,6, NA
GLAD,HAPPY,0.549,0.041,7,8
GLAD,BAG,0.148,0,7,17
GLAD,SAD,0.134,0.064,7,7
GLAD,MAD,0.028,0.021,7,11
GLAD,SMILE,0.021,0,7,12
GLAD,GOOD,0.014,0,7,8
GLAD,SATISFIED,0.014, NA,7, NA
GLANCE,LOOK,0.635,0.017,9,11
GLANCE,STARE,0.115,0.022,9,12
GLANCE,PEEK,0.034, NA,9, NA
GLANCE,VIEW,0.027,0,9,18
GLANCE,EYES,0.02,0,9,15
GLANCE,SEE,0.02,0,9,14
GLANCE,FAST,0.014,0,9,7
GLANCE,GLARE,0.014,0,9,16
GLANCE,NOTICE,0.014,0,9,14
GLANDS,SWOLLEN,0.187, NA,16, NA
GLANDS,SWEAT,0.107,0.061,16,16
GLANDS,BODY,0.087,0,16,31
GLANDS,THROAT,0.087,0,16,15
GLANDS,HORMONES,0.08,0,16,22
GLANDS,LYMPH,0.04, NA,16, NA
GLANDS,PITUITARY,0.033, NA,16, NA
GLANDS,ENDOCRINE,0.027, NA,16, NA
GLANDS,MOUTH,0.027,0,16,19
GLANDS,NECK,0.027,0,16,19
GLANDS,SALIVARY,0.02, NA,16, NA
GLANDS,THYROID,0.02, NA,16, NA
GLANDS,ARTERIES,0.013, NA,16, NA
GLANDS,HEART,0.013,0,16,16
GLANDS,SEX,0.013,0,16,15
GLANDS,TONSILS,0.013, NA,16, NA
GLARE,STARE,0.27,0.067,16,12
GLARE,SUN,0.101,0,16,14
GLARE,BRIGHT,0.074,0,16,16
GLARE,SHINE,0.074,0,16,9
GLARE,LOOK,0.068,0,16,11
GLARE,LIGHT,0.054,0,16,12
GLARE,EYES,0.041,0,16,15
GLARE,BLIND,0.027,0,16,19
GLARE,SUNSHINE,0.027,0,16,17
GLARE,ANGER,0.02,0,16,14
GLARE,HATE,0.02,0,16,12
GLARE,REFLECT,0.02,0,16,13
GLARE,GLASS,0.014,0,16,21
GLARE,MEAN,0.014,0,16,18
GLARE,SQUINT,0.014,0.022,16,16
GLARE,WINDOW,0.014,0,16,14
GLASS,WINDOW,0.144,0.256,21,14
GLASS,CUP,0.133,0.148,21,10
GLASS,DRINK,0.103,0.011,21,20
GLASS,BREAK,0.087,0.1,21,26
GLASS,CLEAR,0.082,0.043,21,20
GLASS,JAR,0.046,0.116,21,13
GLASS,CRYSTAL,0.041,0.152,21,15
GLASS,CUT,0.036,0,21,21
GLASS,WATER,0.026,0,21,18
GLASS,BOTTLE,0.021,0.086,21,20
GLASS,FRAGILE,0.021,0.096,21,11
GLASS,PLASTIC,0.021,0.034,21,23
GLASS,SHARP,0.015,0,21,18
GLASS,EYE,0.01,0,21,13
GLASS,HOUSE,0.01,0,21,13
GLASS,JUICE,0.01,0,21,10
GLASS,METAL,0.01,0,21,16
GLASS,MIRROR,0.01,0.056,21,8
GLASS,MUG,0.01,0.142,21,9
GLASS,TRANSPARENT,0.01,0.068,21,9
GLASS,WARE,0.01, NA,21, NA
GLASSES,EYES,0.322,0.043,16,15
GLASSES,SEE,0.101,0.022,16,14
GLASSES,CONTACTS,0.081,0.179,16,10
GLASSES,SIGHT,0.074,0,16,8
GLASSES,SUN,0.074,0,16,14
GLASSES,FACE,0.027,0,16,20
GLASSES,WATER,0.027,0,16,18
GLASSES,CUPS,0.02,0.14,16,16
GLASSES,FRAME,0.02,0.02,16,7
GLASSES,LENS,0.02,0.553,16,7
GLASSES,NERD,0.02,0.146,16,11
GLASSES,READ,0.02,0,16,9
GLASSES,VISION,0.02,0.022,16,12
GLASSES,BREAK,0.013,0,16,26
GLASSES,DRINK,0.013,0,16,20
GLASSES,FOUREYES,0.013, NA,16, NA
GLIDE,SLIDE,0.215,0.014,21,19
GLIDE,FLY,0.107,0,21,19
GLIDE,AIRPLANE,0.06,0,21,21
GLIDE,HANG,0.054,0,21,29
GLIDE,SKATE,0.054,0.014,21,14
GLIDE,SMOOTH,0.047,0,21,12
GLIDE,SOAR,0.047,0,21,14
GLIDE,SKI,0.04,0,21,13
GLIDE,FLOAT,0.034,0,21,17
GLIDE,SAIL,0.034,0,21,7
GLIDE,FLOW,0.02,0,21,13
GLIDE,SKIM,0.02, NA,21, NA
GLIDE,AIR,0.013,0,21,17
GLIDE,COAST,0.013,0.042,21,22
GLIDE,EASE,0.013,0,21,20
GLIDE,GLIDER,0.013, NA,21, NA
GLIDE,ICE,0.013,0,21,18
GLIDE,KITE,0.013,0,21,8
GLIDE,ROLL,0.013,0,21,20
GLIDE,SKY,0.013,0,21,12
GLIDE,WATER,0.013,0,21,18
GLOBE,WORLD,0.679,0.182,10,12
GLOBE,ROUND,0.115,0,10,7
GLOBE,EARTH,0.09,0.012,10,12
GLOBE,ATLAS,0.026,0.041,10,10
GLOBE,BALL,0.013,0,10,17
GLOBE,CIRCLE,0.013,0,10,5
GLOBE,MAP,0.013,0.055,10,16
GLOBE,SPHERE,0.013,0.126,10,9
GLOBE,TROTTER,0.013, NA,10, NA
GLOBE,UNIVERSE,0.013,0,10,10
GLOOMY,SAD,0.171,0,19,7
GLOOMY,DARK,0.11,0,19,8
GLOOMY,DREARY,0.089, NA,19, NA
GLOOMY,PAIN,0.082,0,19,13
GLOOMY,DULL,0.062,0,19,11
GLOOMY,DAY,0.055,0,19,6
GLOOMY,RAIN,0.055,0,19,18
GLOOMY,CLOUDY,0.027,0,19,14
GLOOMY,GRAY,0.027,0,19,17
GLOOMY,HAPPY,0.027,0,19,8
GLOOMY,DOWN,0.021,0,19,10
GLOOMY,CLOUD,0.014,0,19,8
GLOOMY,DISMAL,0.014, NA,19, NA
GLOOMY,DOOM,0.014, NA,19, NA
GLOOMY,GLUM,0.014, NA,19, NA
GLOOMY,HAZY,0.014, NA,19, NA
GLOOMY,NIGHT,0.014,0,19,6
GLOOMY,UNHAPPY,0.014,0,19,5
GLOOMY,UPSET,0.014,0,19,12
GLORY,DAYS,0.163,0,19,12
GLORY,FLAG,0.136,0,19,12
GLORY,GOD,0.098,0,19,23
GLORY,HALLELUJAH,0.071, NA,19, NA
GLORY,BE,0.06,0,19,29
GLORY,HAPPINESS,0.038,0,19,14
GLORY,FAME,0.033,0.046,19,13
GLORY,WIN,0.027,0,19,7
GLORY,HONOR,0.022,0.047,19,25
GLORY,VICTORY,0.022,0,19,12
GLORY,CHURCH,0.016,0,19,15
GLORY,LORD,0.016,0,19,14
GLORY,LOVE,0.016,0,19,18
GLORY,USA,0.016,0,19,11
GLORY,WAR,0.016,0,19,19
GLORY,CALL,0.011,0,19,15
GLORY,HEAVEN,0.011,0,19,9
GLORY,MEDAL,0.011,0,19,14
GLORY,PRAISE,0.011,0.082,19,21
GLOVE,HAND,0.552,0.048,9,16
GLOVE,MITTEN,0.133,0.594,9,9
GLOVE,BASEBALL,0.055,0.027,9,18
GLOVE,WARM,0.048,0,9,11
GLOVE,HAT,0.024,0,9,12
GLOVE,BOX,0.018,0.02,9,15
GLOVE,BALL,0.012,0,9,17
GLOVE,CATCH,0.012,0.014,9,19
GLOVE,LEATHER,0.012,0,9,20
GLOVES,HANDS,0.347,0,19,9
GLOVES,COLD,0.087,0,19,19
GLOVES,WARM,0.067,0,19,11
GLOVES,WHITE,0.053,0,19,8
GLOVES,LEATHER,0.04,0,19,20
GLOVES,MITTENS,0.033, NA,19, NA
GLOVES,RUBBER,0.033,0,19,20
GLOVES,SOCKS,0.027,0,19,4
GLOVES,CLEAN,0.02,0,19,13
GLOVES,DOCTOR,0.02,0,19,19
GLOVES,FINGERS,0.02,0,19,8
GLOVES,PROTECTION,0.02,0,19,23
GLOVES,SCARF,0.02,0,19,17
GLOVES,STERILE,0.02, NA,19, NA
GLOVES,HAT,0.013,0,19,12
GLOVES,PLASTIC,0.013,0,19,23
GLOVES,SATIN,0.013,0,19,9
GLOVES,SURGERY,0.013,0,19,15
GLOVES,WINTER,0.013,0,19,4
GLOW,LIGHT,0.2,0,18,12
GLOW,SHINE,0.107,0.063,18,9
GLOW,BRIGHT,0.093,0,18,16
GLOW,DARK,0.086,0,18,8
GLOW,WORM,0.05,0,18,23
GLOW,BEAM,0.036,0.028,18,13
GLOW,BURN,0.036,0,18,20
GLOW,CANDLE,0.036,0,18,8
GLOW,NEON,0.029, NA,18, NA
GLOW,RADIATION,0.029, NA,18, NA
GLOW,WARM,0.029,0,18,11
GLOW,GLEAM,0.021, NA,18, NA
GLOW,FIRE,0.014,0,18,18
