cue,target,fsg,bsg,msg,qcon,tcon,qfr,tfr,jcn,lsa
master,servant,.108,.060,.0099,5.53,5.77,72,19,6.165988,0.540499
master,slave,.144,.055,.0118,5.53,6.38,72,30,10.015725,0.503596
master,teacher,.036,0.000,.0004,5.53,6.38,72,80,4.917315,0.089719
master,universe,.015,0.000,0.0000,5.53,3.63,72,71,14.250698,0.020181
mastery,book,.014,0.000,.0012,2.20,6.09,10,193,16.367684,0.046122
mastery,control,.021,0.000,.0006,2.20,2.68,10,223,0.000000,0.035555
mastery,copy,.014,0.000,0.0000,2.20,,10,38,17.427371,0.076366
mastery,expert,.043,0.000,.0064,2.20,3.87,10,30,15.614997,0.170498
mastery,good,.014,0.000,.0045,2.20,2.53,10,807,15.584092,0.109064
mastery,novice,.050,0.000,.0046,2.20,,10,3,18.821049,0.149019
mastery,professional,.021,0.000,.0086,2.20,,10,57,15.234613,0.337795
mastery,skill,.078,0.000,0.0000,2.20,3.24,10,42,17.959448,0.530352
mastery,smart,.028,0.000,.0060,2.20,3.00,10,21,20.559211,0.069460
mastery,study,.014,0.000,.0008,2.20,4.10,10,246,15.156797,0.226454
mastery,understanding,.014,0.000,0.0000,2.20,,10,121,16.108766,0.324963
mat,aerobics,.020,0.000,.0008,5.02,,5,1,26.293647,0.045762
mat,carpet,.014,0.000,.0757,5.02,5.68,5,13,2.209159,0.194702
mat,door,.297,.011,.0048,5.02,5.95,5,312,13.109253,0.190194
mat,floor,.169,0.000,.0293,5.02,5.47,5,158,12.462146,0.328121
mat,gym,.014,0.000,0.0000,5.02,5.93,5,2,19.178030,0.222021
mat,gymnastics,.014,0.000,.0002,5.02,5.08,5,11,22.827923,0.072883
mat,pad,.014,0.000,0.0000,5.02,5.85,5,8,16.281342,0.267088
mat,place,.020,0.000,0.0000,5.02,3.98,5,571,11.417350,0.153608
mat,rug,.135,.032,.0070,5.02,6.12,5,13,2.209159,0.299520
mat,welcome,.095,.127,0.0000,5.02,,5,50,15.371609,0.156477
mat,wrestling,.041,.020,0.0000,5.02,,5,1,23.349211,0.319463
match,book,.014,0.000,0.0000,5.31,6.09,41,193,8.916948,0.060044
match,box,.034,.020,0.0000,5.31,5.91,41,70,12.215680,0.142510
match,burn,.014,.011,.0149,5.31,4.81,41,15,10.993360,0.330157
match,cigarette,.027,0.000,.0001,5.31,6.03,41,25,11.731719,0.114119
match,clothes,.014,0.000,0.0000,5.31,6.63,41,89,10.809993,0.201804
match,connect,.020,0.000,0.0000,5.31,,41,3,4.398524,0.106108
match,fire,.245,.024,.0139,5.31,6.13,41,187,8.547812,0.425873
match,flame,.020,.038,.0121,5.31,5.81,41,17,12.831535,0.415366
match,game,.034,0.000,.0079,5.31,4.72,41,123,3.720363,0.274292
match,light,.184,0.000,.0004,5.31,5.39,41,333,2.129313,0.301224
match,maker,.041,0.000,0.0000,5.31,4.46,41,12,10.084508,0.053740
match,mix,.027,.076,0.0000,5.31,,41,13,10.697819,0.143292
match,point,.014,0.000,.0003,5.31,4.54,41,395,8.272051,0.119886
match,set,.014,0.000,0.0000,5.31,3.05,41,137,1.970801,0.302541
match,stick,.027,0.000,.0003,5.31,6.00,41,39,8.962822,0.281767
match,tennis,.082,.014,.0009,5.31,5.54,41,15,18.672393,0.214193
mate,boy,.021,0.000,.0400,4.97,6.23,21,242,3.717403,0.045687
mate,companion,.035,.070,.0097,4.97,4.95,21,19,5.252846,0.181908
mate,destiny,.014,0.000,0.0000,4.97,1.88,21,25,12.762427,0.031283
mate,female,.014,0.000,.0087,4.97,6.17,21,50,8.307856,0.494074
mate,first,.014,0.000,0.0000,4.97,3.07,21,1360,12.099360,0.189072
mate,friend,.181,0.000,.0436,4.97,4.40,21,133,3.827854,0.082077
mate,girl,.042,0.000,.0311,4.97,6.83,21,220,4.311832,0.082187
mate,husband,.035,0.000,.0510,4.97,5.45,21,131,2.059868,0.230655
mate,love,.014,0.000,.0153,4.97,3.51,21,232,0.126053,0.159782
mate,lover,.056,0.000,.0079,4.97,5.58,21,19,1.387619,0.188635
mate,man,.049,0.000,.0015,4.97,6.14,21,1207,1.418068,0.232709
mate,marriage,.014,0.000,.0100,4.97,3.94,21,95,14.247247,0.282808
mate,partner,.021,.068,.0059,4.97,5.49,21,32,0.000000,0.275861
mate,play,.021,.027,0.0000,4.97,4.22,21,200,4.282710,0.061446
mate,room,.049,0.000,0.0000,4.97,5.37,21,383,9.950051,0.061189
mate,sex,.056,0.000,.0119,4.97,5.33,21,84,14.210803,0.343048
mate,ship,.021,0.000,0.0000,4.97,6.25,21,83,13.066771,0.341653
mate,spouse,.097,.085,.0051,4.97,6.12,21,3,0.000000,0.196419
mate,wife,.028,.016,.0589,4.97,5.80,21,228,0.290510,0.249757
material,cloth,.150,.206,.0334,6.10,5.76,174,40,0.000000,0.153821
material,clothes,.095,.013,.0420,6.10,6.63,174,89,8.267538,0.083964
material,fabric,.082,.162,.0181,6.10,6.55,174,15,0.000000,0.307941
material,girl,.095,0.000,0.0000,6.10,6.83,174,220,11.696727,0.011229
material,goods,.020,0.000,0.0000,6.10,,174,57,7.615392,0.052006
material,money,.014,0.000,.0018,6.10,5.77,174,265,12.261063,0.027146
material,object,.041,0.000,.0077,6.10,5.69,174,65,5.253894,0.110789
material,paper,.034,0.000,0.0000,6.10,5.96,174,157,1.834300,0.142433
material,silk,.014,.039,.0066,6.10,5.26,174,12,5.189387,0.156838
material,stuff,.020,0.000,.0021,6.10,3.71,174,32,0.000000,0.061729
material,supply,.014,0.000,.0003,6.10,,174,102,13.873089,0.100282
material,thing,.041,0.000,.0169,6.10,3.46,174,333,9.593799,0.050461
material,witness,.014,0.000,0.0000,6.10,5.54,174,28,8.324385,0.039046
material,work,.014,0.000,.0004,6.10,3.88,174,760,8.265556,0.128006
material,world,.027,0.000,.0027,6.10,5.29,174,787,11.487387,0.061963
math,add,.042,.017,.0017,3.78,2.95,4,88,13.537845,0.136164
math,algebra,.061,.655,.0040,3.78,4.85,4,2,2.489284,0.456669
math,arithmetic,.048,.757,0.0000,3.78,3.85,4,8,3.236497,0.601807
math,book,.012,0.000,.0026,3.78,6.09,4,193,16.639489,0.128430
math,calculator,.012,.496,.0011,3.78,6.70,4,1,19.761284,0.212919
math,calculus,.079,.709,.0067,3.78,3.72,4,0,0.779762,0.155957
math,class,.018,0.000,.0027,3.78,5.03,4,207,15.566141,0.227036
math,english,.036,.043,0.0000,3.78,,4,195,6.193446,0.117006
math,equation,.012,.647,0.0000,3.78,4.45,4,33,19.165900,0.012557
math,figure,.018,.030,.0026,3.78,4.68,4,209,10.949904,0.064347
math,number,.182,.027,.0040,3.78,3.76,4,472,13.438873,0.165861
math,problem,.085,.061,.0005,3.78,3.64,4,313,11.230655,0.258195
math,school,.018,0.000,.0090,3.78,5.25,4,492,11.781338,0.459458
math,science,.042,.048,.0002,3.78,4.14,4,131,1.904515,0.371632
math,test,.012,0.000,0.0000,3.78,5.08,4,119,12.183978,0.235576
math,think,.012,0.000,.0003,3.78,3.38,4,433,11.999328,0.188683
math,work,.036,0.000,.0049,3.78,3.88,4,760,11.016128,0.235972
matter,atom,.079,0.000,.0003,,4.77,342,37,6.971945,0.181623
matter,brain,.021,0.000,.0078,,5.32,342,45,8.041559,0.021242
matter,chemistry,.014,0.000,.0078,,3.65,342,16,11.944434,0.367786
matter,concern,.021,0.000,0.0000,,,342,98,1.155937,0.167639
matter,earth,.029,0.000,.0006,,5.77,342,150,2.176795,0.126340
matter,element,.014,.014,.0028,,,342,52,0.883818,0.115902
matter,fact,.071,0.000,.0008,,3.08,342,447,8.567218,0.330086
matter,gray,.050,0.000,0.0000,,5.06,342,12,11.053510,0.094795
matter,inertia,.014,0.000,0.0000,,2.95,342,2,13.448090,0.153707
matter,issue,.021,.010,0.0000,,2.00,342,152,0.000000,0.079315
matter,mass,.029,.030,.0011,,4.09,342,110,7.271141,0.263275
matter,mind,.021,.112,.0008,,2.60,342,325,8.576329,0.137434
matter,problem,.021,0.000,.0016,,3.64,342,313,1.467674,0.078132
matter,science,.014,0.000,.0084,,4.14,342,131,7.741676,0.148173
matter,solid,.021,0.000,.0019,,4.98,342,77,3.539760,0.312229
matter,space,.057,0.000,.0022,,3.59,342,184,7.759818,0.236045
matter,stuff,.036,0.000,.0006,,3.71,342,32,2.810212,0.235900
matter,subject,.021,.069,.0007,,,342,161,0.000000,0.142615
matter,substance,.057,.034,0.0000,,,342,33,0.000000,0.347086
matter,thing,.029,0.000,.0003,,3.46,342,333,0.000000,0.158855
matter,universe,.014,0.000,.0035,,3.63,342,71,8.677241,0.370570
matter,weight,.021,0.000,.0024,,4.35,342,91,4.311200,0.137440
mattress,back,.013,0.000,0.0000,6.36,4.89,0,967,15.024264,0.270096
mattress,bed,.539,.031,.0093,6.36,6.59,0,127,15.805529,0.580923
mattress,comfort,.013,0.000,.0129,6.36,3.93,0,43,21.623024,0.239601
mattress,jump,.013,0.000,0.0000,6.36,4.44,0,24,18.885385,0.059748
mattress,pad,.066,.020,0.0000,6.36,5.85,0,8,2.098019,0.154603
mattress,sex,.053,0.000,.0167,6.36,5.33,0,84,19.159290,-0.003671
mattress,sleep,.092,0.000,.3439,6.36,4.74,0,65,21.434849,0.417435
mattress,water,.013,0.000,0.0000,6.36,6.27,0,442,15.875032,0.082618
mature,age,.062,0.000,.0073,2.39,4.14,31,227,0.000000,0.345071
mature,man,.021,0.000,.0196,2.39,6.14,31,1207,14.835475,0.081779
mature,smart,.028,0.000,.0101,2.39,3.00,31,21,15.912671,0.070873
maximum,capacity,.033,.014,.0007,,2.41,79,83,9.442692,0.311338
maximum,extreme,.013,0.000,.0003,,2.34,79,62,8.152750,0.217259
maximum,large,.026,0.000,.0023,,3.14,79,361,10.515026,0.171602
maximum,limit,.026,.087,.0010,,2.73,79,48,0.744860,0.517447
maximum,lots,.020,0.000,0.0000,,,79,42,5.798547,0.005012
maximum,minimum,.454,.403,0.0000,,,79,64,1.646424,0.593932
maximum,security,.013,0.000,0.0000,,3.32,79,91,15.731433,0.316110
maximum,top,.013,0.000,0.0000,,4.31,79,204,7.280352,0.064570
mayonnaise,bread,.041,0.000,.0109,,6.18,2,41,17.417355,0.415165
mayonnaise,dressing,.034,0.000,0.0000,,,2,22,1.992429,0.202744
mayonnaise,egg,.014,0.000,0.0000,,5.79,2,12,9.224667,0.175213
mayonnaise,fat,.054,0.000,.0012,,4.80,2,60,18.256837,0.333745
mayonnaise,food,.014,0.000,.0395,,5.84,2,147,9.276868,0.307579
mayonnaise,good,.014,0.000,.0010,,2.53,2,807,20.191007,0.045458
mayonnaise,jar,.041,0.000,0.0000,,5.77,2,16,22.998551,0.181869
mayonnaise,ketchup,.054,0.000,.1308,,,2,1,8.545402,0.263030
mayonnaise,mustard,.224,.091,.0259,,5.64,2,20,7.029086,0.269659
mayonnaise,sandwich,.163,0.000,.0069,,6.37,2,10,13.718738,0.334799
mayonnaise,smell,.014,0.000,0.0000,,4.40,2,34,21.164917,0.114718
mayonnaise,tuna,.020,0.000,.0049,,6.53,2,0,21.519723,0.269028
mayonnaise,white,.102,0.000,.0011,,4.68,2,365,20.756362,0.058045
mayor,chief,.020,0.000,.0014,4.75,4.82,38,119,7.357756,0.222900
mayor,city,.162,0.000,.0391,4.75,5.41,38,393,15.820031,0.544535
mayor,elect,.027,0.000,0.0000,4.75,2.62,38,8,20.806891,0.404293
mayor,government,.047,0.000,.0173,4.75,4.63,38,417,17.546014,0.244283
mayor,governor,.088,.137,.0020,4.75,,38,83,3.437667,0.304617
mayor,leader,.068,0.000,.0146,4.75,5.83,38,74,5.543114,0.200187
mayor,man,.027,0.000,.0067,4.75,6.14,38,1207,11.564437,0.114515
mayor,office,.020,0.000,.0017,4.75,5.65,38,255,16.842673,0.188425
mayor,official,.034,0.000,.0018,4.75,,38,75,12.690516,0.306503
mayor,old,.027,0.000,0.0000,4.75,3.41,38,660,18.850141,0.089747
mayor,person,.020,0.000,.0005,4.75,6.51,38,175,8.038844,0.061873
mayor,politician,.034,0.000,.0088,4.75,,38,13,2.110212,0.188455
mayor,politics,.034,0.000,.0144,4.75,2.59,38,69,19.061053,0.150956
mayor,power,.020,0.000,.0022,4.75,3.32,38,342,13.440680,0.117937
mayor,president,.014,0.000,.0357,4.75,5.40,38,382,8.831660,0.125351
mayor,ribbon,.014,0.000,0.0000,4.75,6.30,38,12,18.706624,0.116465
mayor,senator,.034,.020,.0059,4.75,,38,40,4.075245,0.134606
mayor,town,.074,0.000,.0497,4.75,5.52,38,212,16.800228,0.252039
maze,confusion,.047,0.000,.0002,5.02,2.53,6,44,2.934643,0.206913
maze,experiment,.016,0.000,0.0000,5.02,,6,122,20.527558,0.081320
maze,fun,.016,0.000,.0058,5.02,2.45,6,44,20.666281,0.037557
maze,game,.039,0.000,.0096,5.02,4.72,6,123,15.202882,0.059376
maze,labyrinth,.016,.465,0.0000,5.02,4.86,6,1,0.000000,0.381086
maze,lost,.079,0.000,.0042,5.02,,6,173,21.306516,0.243627
maze,mouse,.205,0.000,.0356,5.02,6.12,6,10,17.566357,0.087597
maze,problem,.016,0.000,0.0000,5.02,3.64,6,313,12.943476,0.123212
maze,puzzle,.181,.040,.0022,5.02,5.81,6,10,19.890997,0.171015
maze,rat,.102,0.000,.0186,5.02,6.11,6,6,21.341073,0.133429
maze,trap,.016,0.000,.0101,5.02,,6,20,15.487068,0.142601
maze,tunnel,.016,0.000,0.0000,5.02,5.51,6,10,19.125213,0.306554
me,girl,.013,0.000,.0008,5.00,6.83,1181,220,13.833555,0.241831
me,i,.067,.653,.0164,5.00,4.79,1181,5173,12.025157,0.903398
me,nice,.013,0.000,0.0000,5.00,2.75,1181,75,9.794703,0.525517
me,self,.013,.479,.0157,5.00,4.33,1181,40,15.064325,0.061903
me,student,.013,.046,0.0000,5.00,6.38,1181,131,13.833555,0.040938
me,weird,.013,.021,.0002,5.00,2.39,1181,10,19.790224,0.371399
meadow,cow,.014,0.000,.0068,6.69,6.12,17,29,20.971395,0.300694
meadow,field,.299,.046,.0034,6.69,6.67,17,274,7.649997,0.270309
meadow,flower,.103,0.000,.0072,6.69,5.62,17,23,18.179504,0.253902
meadow,forest,.014,0.000,.0005,6.69,6.37,17,66,3.077169,0.248048
meadow,grass,.219,0.000,.0451,6.69,5.93,17,53,18.795226,0.526391
meadow,green,.027,0.000,.0882,6.69,5.46,17,116,8.339797,0.242985
meadow,land,.027,0.000,.0092,6.69,6.07,17,217,10.958904,0.116674
meadow,lawn,.014,0.000,.0194,6.69,5.76,17,15,11.424132,0.260530
meadow,pasture,.014,.041,.0051,6.69,6.08,17,14,2.765640,0.468852
meadow,pond,.027,0.000,0.0000,6.69,6.14,17,25,19.395256,0.313975
meadow,prairie,.014,0.000,.0045,6.69,6.80,17,21,2.536796,0.270315
meadow,sheep,.014,0.000,0.0000,6.69,6.18,17,23,20.265888,0.219691
meadow,sun,.014,0.000,.0012,6.69,6.23,17,112,19.820034,0.210052
meadow,tree,.014,0.000,.0111,6.69,6.62,17,59,17.565431,0.227192
meadow,valley,.014,0.000,.0030,6.69,6.66,17,73,19.332637,0.248097
meadow,weed,.014,0.000,.0048,6.69,5.96,17,1,19.530487,0.320182
meal,dinner,.213,.088,.0513,5.98,5.38,30,91,1.502273,0.586616
meal,food,.488,.017,.0680,5.98,5.84,30,147,4.346012,0.497834
meal,lunch,.063,.064,.0276,5.98,5.46,30,33,1.943506,0.458726
meal,supper,.063,.014,.1152,5.98,5.26,30,37,2.365923,0.488040
meal,ticket,.016,0.000,0.0000,5.98,7.00,30,16,18.057060,0.059305
mean,average,.021,.059,0.0000,3.09,2.35,199,130,0.388057,0.163489
mean,bad,.021,0.000,.0333,3.09,3.00,199,142,17.020987,0.319158
mean,bully,.021,.245,.0006,3.09,,199,4,14.144272,0.236306
mean,dog,.014,0.000,.0010,3.09,5.75,199,75,12.632802,0.121409
mean,evil,.021,.020,.0023,3.09,2.28,199,72,17.577782,0.125956
mean,kind,.028,.088,.0122,3.09,2.98,199,313,9.494692,0.249320
mean,nice,.207,.340,.0181,3.09,2.75,199,75,18.845523,0.405595
mean,say,.014,0.000,0.0000,3.09,,199,504,3.242185,0.479717
mean,tough,.041,.062,.0006,3.09,4.00,199,36,19.127042,0.218467
mean,way,.014,0.000,0.0000,3.09,2.61,199,909,10.683076,0.380869
mean,yes,.014,0.000,0.0000,3.09,,199,144,18.248175,0.422077
meaning,answer,.041,0.000,.0056,2.05,3.85,127,152,7.444797,0.186418
meaning,definition,.270,.229,.0034,2.05,3.58,127,44,10.002701,0.548950
meaning,dictionary,.014,0.000,.0390,2.05,6.29,127,57,17.557721,0.692545
meaning,intent,.014,.078,.0040,2.05,,127,14,2.087578,0.105428
meaning,knowledge,.014,0.000,.0021,2.05,1.56,127,145,5.380654,0.247094
meaning,life,.027,0.000,.0020,2.05,3.88,127,715,8.952151,0.131881
meaning,nonsense,.014,0.000,.0004,2.05,1.90,127,13,8.377034,0.235684
meaning,nothing,.020,0.000,0.0000,2.05,1.88,127,412,12.765849,0.055676
meaning,point,.014,0.000,.0020,2.05,4.54,127,395,1.489623,0.099348
meaning,purpose,.142,.097,.0045,2.05,2.40,127,149,7.549449,0.124714
meaning,reason,.061,0.000,.0494,2.05,3.44,127,241,7.683914,0.144831
meaning,sense,.014,0.000,.0004,2.05,3.02,127,311,1.886469,0.303503
meaning,thought,.014,0.000,.0012,2.05,1.28,127,442,4.021426,0.142660
meaning,value,.014,0.000,0.0000,2.05,2.15,127,200,8.080808,0.065189
meaning,why,.020,0.000,.0088,2.05,2.63,127,404,11.240754,0.107383
meaning,word,.088,.037,.0488,2.05,5.13,127,274,7.642572,0.742253
means,ability,.054,0.000,0.0000,2.15,2.03,310,74,12.192297,0.204978
means,average,.020,0.000,0.0000,2.15,2.35,310,130,15.271606,0.128007
means,money,.074,0.000,0.0000,2.15,5.77,310,265,8.261595,0.141520
means,nothing,.014,0.000,0.0000,2.15,1.88,310,412,14.154682,0.129238
measure,amount,.020,.040,.0002,3.56,3.62,91,172,0.000000,0.281289
measure,calculate,.027,0.000,0.0000,3.56,,91,4,6.350860,0.368423
measure,cook,.014,0.000,0.0000,3.56,4.91,91,47,10.866022,0.035173
measure,count,.014,0.000,0.0000,3.56,3.42,91,49,6.350860,0.206713
measure,cup,.176,0.000,0.0000,3.56,5.35,91,45,8.307856,0.185148
measure,distance,.020,.014,.0056,3.56,3.25,91,108,6.252853,0.465634
measure,estimate,.014,0.000,0.0000,3.56,2.75,91,39,6.420340,0.392213
measure,height,.020,0.000,.0058,3.56,3.85,91,35,8.115434,0.367672
measure,inch,.020,.073,.0132,3.56,4.47,91,40,2.479150,0.235834
measure,length,.115,.042,.0023,3.56,3.75,91,116,6.223744,0.587868
measure,ounce,.014,.061,0.0000,3.56,4.98,91,3,10.495823,0.222182
measure,rule,.014,.014,0.0000,3.56,2.79,91,73,0.701958,0.073084
measure,ruler,.169,.415,.0020,3.56,6.37,91,3,0.701958,0.382365
measure,scale,.014,.015,0.0000,3.56,4.75,91,60,3.042575,0.420869
measure,size,.014,0.000,.0036,3.56,3.50,91,138,6.624666,0.221045
measure,spoon,.014,0.000,.0033,3.56,5.88,91,6,10.272636,0.025381
measure,stick,.047,0.000,.0063,3.56,6.00,91,39,10.699078,0.176776
measure,sugar,.014,0.000,.0002,3.56,6.35,91,34,12.438584,0.027455
measure,tape,.041,0.000,.0005,3.56,5.62,91,35,4.844773,0.176561
measure,time,.014,0.000,.0004,3.56,3.79,91,1599,0.351277,0.166021
measure,weigh,.020,.089,.0016,3.56,3.54,91,4,4.446361,0.306309
measurement,body,.022,0.000,0.0000,4.33,6.58,34,276,14.163303,0.050620
measurement,chemistry,.014,0.000,0.0000,4.33,3.65,34,16,19.522099,0.075003
measurement,cup,.029,0.000,0.0000,4.33,5.35,34,45,18.546682,0.150396
measurement,food,.014,0.000,0.0000,4.33,5.84,34,147,12.281995,0.011947
measurement,foot,.022,0.000,.0531,4.33,3.46,34,70,12.076274,0.193992
measurement,height,.051,0.000,.0053,4.33,3.85,34,35,16.768676,0.325202
measurement,inch,.101,0.000,.0100,4.33,4.47,34,40,12.849011,0.247997
measurement,length,.058,.021,.0037,4.33,3.75,34,116,16.593655,0.645759
measurement,math,.014,0.000,.0045,4.33,3.78,34,4,17.223858,0.143042
measurement,meter,.058,0.000,.0077,4.33,,34,18,15.440677,0.671910
measurement,number,.014,0.000,.0083,4.33,3.76,34,472,12.403408,0.128798
measurement,ounce,.022,0.000,0.0000,4.33,4.98,34,3,20.865501,0.236459
measurement,quantity,.014,0.000,.0010,4.33,3.32,34,33,10.369894,0.304904
measurement,ruler,.130,0.000,.0104,4.33,6.37,34,3,15.700805,0.381909
measurement,scale,.036,0.000,.0008,4.33,4.75,34,60,17.319916,0.396419
measurement,size,.036,0.000,.0031,4.33,3.50,34,138,15.277905,0.191802
measurement,tape,.029,0.000,0.0000,4.33,5.62,34,35,18.614348,0.153106
measurement,time,.022,0.000,0.0000,4.33,3.79,34,1599,13.776572,0.099814
measurement,waist,.051,0.000,0.0000,4.33,5.66,34,11,19.983214,0.031947
measurement,weight,.022,0.000,.0427,4.33,4.35,34,91,15.987977,0.278420
measurement,yard,.029,0.000,.0156,4.33,5.23,34,35,16.106431,0.145446
meat,beef,.060,.261,.0031,6.93,6.23,45,32,3.949291,0.653653
meat,blood,.013,0.000,.0018,6.93,6.55,45,121,11.485144,0.046333
meat,chicken,.067,.016,.0025,6.93,5.79,45,37,3.413470,0.526239
meat,cow,.101,0.000,.0238,6.93,6.12,45,29,16.366344,0.175845
meat,fish,.034,0.000,.0002,6.93,5.84,45,35,4.889139,0.219409
meat,food,.094,0.000,.0442,6.93,5.84,45,147,0.703339,0.421882
meat,ham,.020,.083,0.0000,6.93,5.42,45,19,4.534551,0.325811
meat,hamburger,.020,.064,.0029,6.93,,45,10,5.374293,0.404737
meat,loaf,.047,.043,0.0000,6.93,5.68,45,4,7.160451,0.414480
meat,market,.020,0.000,0.0000,6.93,4.95,45,155,15.031491,0.164117
meat,murder,.013,0.000,0.0000,6.93,4.68,45,75,15.469340,0.043144
meat,potato,.040,.014,.0127,6.93,7.00,45,15,5.896783,0.431443
meat,raw,.013,.336,0.0000,6.93,3.84,45,43,17.334327,0.280233
meat,red,.034,0.000,.0053,6.93,4.97,45,197,14.818766,0.068019
meat,steak,.181,.275,.0062,6.93,6.47,45,10,4.512086,0.538877
mechanic,auto,.041,.027,.0575,6.33,6.87,5,22,16.715699,0.446193
mechanic,car,.432,0.000,.0579,6.33,6.35,5,274,16.715699,0.461704
mechanic,engine,.014,0.000,.0054,6.33,5.88,5,50,16.864260,0.446396
mechanic,engineer,.021,0.000,0.0000,6.33,,5,42,15.454995,0.314563
mechanic,fix,.062,0.000,.0153,6.33,3.10,5,14,19.520194,0.152548
mechanic,grease,.096,0.000,.0014,6.33,6.03,5,9,21.235029,0.124103
mechanic,job,.014,0.000,.0025,6.33,4.11,5,238,15.237166,0.271815
mechanic,machine,.014,0.000,.0014,6.33,6.75,5,103,15.942861,0.166259
mechanic,oil,.014,0.000,.0300,6.33,5.60,5,93,19.067231,0.114447
mechanic,repair,.021,0.000,.0125,6.33,,5,20,19.520194,0.418117
mechanic,tool,.034,0.000,.0056,6.33,5.33,5,40,15.503155,0.298745
mechanic,worker,.041,0.000,.0006,6.33,5.40,5,30,6.533386,0.209122
mechanic,wrench,.014,.024,.0018,6.33,5.94,5,2,20.884239,0.352822
medal,army,.014,0.000,0.0000,5.59,6.53,7,132,19.817285,0.054819
medal,award,.170,.028,.0031,5.59,4.58,7,46,4.794415,0.326266
medal,bronze,.020,.121,0.0000,5.59,6.57,7,11,19.845995,0.159972
medal,champion,.014,0.000,.0014,5.59,,7,23,18.813614,0.620198
medal,gold,.211,0.000,.0197,5.59,5.68,7,52,18.236528,0.412978
medal,honor,.156,.020,.0141,5.59,1.75,7,66,4.794415,0.246847
medal,olympics,.020,.060,.0012,5.59,,7,2,23.646252,0.708200
medal,pin,.014,0.000,0.0000,5.59,5.81,7,16,14.762980,0.076601
medal,prize,.027,0.000,.0141,5.59,5.26,7,28,19.944952,0.341906
medal,reward,.041,.015,.0131,5.59,4.08,7,15,12.194081,0.069849
medal,silver,.014,0.000,.1016,5.59,5.36,7,29,18.830264,0.297362
medal,tin,.027,0.000,0.0000,5.59,5.87,7,12,17.544783,0.060352
medal,win,.082,0.000,.0270,5.59,2.88,7,55,20.631744,0.465526
medal,winner,.048,0.000,.0134,5.59,4.08,7,8,19.432191,0.446819
media,bias,.014,0.000,0.0000,,,13,8,22.573363,0.132302
media,camera,.027,0.000,0.0000,,6.23,13,36,22.195588,0.033711
media,center,.014,0.000,0.0000,,3.63,13,224,15.503155,0.102685
media,library,.027,0.000,.0005,,5.30,13,62,21.847895,0.090920
media,news,.277,.021,.0054,,5.62,13,102,19.427284,0.582430
media,newspaper,.034,0.000,.0047,,6.56,13,65,19.908818,0.517637
media,paper,.014,0.000,.0480,,5.96,13,157,14.799029,0.122981
media,play,.014,0.000,0.0000,,4.22,13,200,12.889754,0.026521
media,press,.027,.105,.0003,,,13,127,14.575772,0.518550
media,public,.014,0.000,0.0000,,,13,438,19.026961,0.338675
media,radio,.014,0.000,.0703,,6.45,13,120,21.376200,0.448403
media,society,.014,0.000,0.0000,,3.90,13,237,19.351343,0.116893
media,television,.318,0.000,.0324,,6.40,13,50,21.421533,0.638689
medical,alert,.013,0.000,.0009,,3.96,162,33,15.510369,0.273046
medical,attention,.026,0.000,.0003,,2.50,162,179,7.016411,0.193072
medical,center,.013,0.000,0.0000,,3.63,162,224,12.124592,0.142059
medical,doctor,.516,0.000,.0206,,5.75,162,100,12.738854,0.571933
medical,hospital,.065,0.000,.0129,,6.80,162,110,18.799466,0.746884
medical,medicine,.013,0.000,.0364,,5.27,162,30,13.754401,0.610444
medical,nurse,.026,.014,.2000,,5.48,162,17,20.606660,0.513706
medical,profession,.013,0.000,0.0000,,3.65,162,8,10.490648,0.371590
medical,science,.020,0.000,0.0000,,4.14,162,131,16.879631,0.160341
medical,sick,.020,0.000,.0504,,3.89,162,51,20.336363,0.373762
medication,aspirin,.027,.015,.0175,,5.70,2,3,5.360809,0.426132
medication,cure,.014,0.000,.0039,,3.54,2,28,1.805475,0.416826
medication,doctor,.095,0.000,.0187,,5.75,2,100,9.875860,0.318952
medication,health,.014,0.000,.0052,,3.54,2,105,17.768301,0.094274
medication,hospital,.014,0.000,.0095,,6.80,2,110,15.292157,0.481814
medication,illness,.020,0.000,.0066,,4.05,2,20,14.940760,0.302317
medication,medicine,.061,0.000,.0833,,5.27,2,30,0.000000,0.324431
medication,pill,.156,0.000,.0106,,5.88,2,15,3.489025,0.399721
medication,prescription,.129,.027,.0013,,,2,5,4.667684,0.400238
medication,shot,.014,0.000,.0021,,4.57,2,112,2.868543,0.005069
medication,sick,.116,0.000,.0474,,3.89,2,51,18.274854,0.173515
medicine,aspirin,.033,.106,.0067,5.27,5.70,30,3,5.360809,0.542165
medicine,bad,.011,0.000,.0108,5.27,3.00,30,142,15.955834,0.080171
medicine,better,.011,0.000,.0004,5.27,1.94,30,414,10.978756,0.241137
medicine,bottle,.016,.013,.0005,5.27,6.94,30,76,15.812777,0.212786
medicine,cabinet,.033,0.000,0.0000,5.27,6.18,30,17,17.396448,0.027000
medicine,chest,.022,0.000,0.0000,5.27,5.76,30,53,16.183325,0.153515
medicine,cold,.033,.043,.0219,5.27,4.67,30,171,11.528308,0.078777
medicine,cough,.011,.014,0.0000,5.27,5.35,30,7,16.536852,0.468523
medicine,cure,.049,.076,.0022,5.27,3.54,30,28,1.805475,0.598643
medicine,doctor,.152,.066,.0084,5.27,5.75,30,100,4.893038,0.703591
