"date","time","subject","trialcode","trialnum","latency","response","partno"
90412,"10:34","8","real73",53,1373,"10","9041210:348"
90412,"10:34","8","real89",54,2052,"10","9041210:348"
90412,"10:34","8","confidence",55,1544,"9","9041210:348"
90412,"10:34","8","real82",56,4295,"7","9041210:348"
90412,"10:34","8","real94",57,2066,"8","9041210:348"
90412,"10:34","8","real64",58,3013,"9","9041210:348"
90412,"10:34","8","real20",59,2506,"10","9041210:348"
90412,"10:34","8","confidence",60,988,"10","9041210:348"
90412,"10:34","8","real5",61,1586,"10","9041210:348"
90412,"10:34","8","real40",62,2248,"10","9041210:348"
90412,"10:34","8","real22",63,6452,"8","9041210:348"
90412,"10:34","8","real25",64,3697,"9","9041210:348"
90412,"10:34","8","confidence",65,1932,"7","9041210:348"
90412,"10:34","8","real9",66,2044,"10","9041210:348"
90412,"10:34","8","real53",67,3160,"9","9041210:348"
90412,"10:34","8","real60",68,5191,"7","9041210:348"
90412,"10:34","8","real92",69,1294,"10","9041210:348"
90412,"10:34","8","confidence",70,824,"9","9041210:348"
90412,"10:34","8","real91",71,2652,"8","9041210:348"
90412,"10:34","8","real8",72,3264,"7","9041210:348"
90412,"10:34","8","real4",73,1228,"10","9041210:348"
90412,"10:34","8","real49",74,2080,"10","9041210:348"
90412,"10:34","8","confidence",75,5514,"9","9041210:348"
90412,"10:34","8","real31",76,5684,"8","9041210:348"
90412,"10:34","8","real55",77,1424,"10","9041210:348"
90412,"10:34","8","real14",78,1757,"10","9041210:348"
90412,"10:34","8","real42",79,2988,"9","9041210:348"
90412,"10:34","8","confidence",80,1994,"9","9041210:348"
90412,"10:34","8","real50",81,1161,"10","9041210:348"
90412,"10:34","8","real12",82,2383,"10","9041210:348"
90412,"10:34","8","real11",83,1590,"10","9041210:348"
90412,"10:34","8","real65",84,2052,"8","9041210:348"
90412,"10:34","8","confidence",85,1528,"6","9041210:348"
90412,"10:34","8","real95",86,2512,"9","9041210:348"
90412,"10:34","8","real52",87,3305,"6","9041210:348"
90412,"10:34","8","real78",88,4187,"7","9041210:348"
90412,"10:34","8","real81",89,1274,"10","9041210:348"
90412,"10:34","8","confidence",90,1301,"9","9041210:348"
90412,"10:34","8","real76",91,3982,"9","9041210:348"
90412,"10:34","8","real45",92,1782,"8","9041210:348"
90412,"10:34","8","real29",93,2076,"10","9041210:348"
90412,"10:34","8","real83",94,4631,"9","9041210:348"
90412,"10:34","8","confidence",95,3892,"8","9041210:348"
90412,"10:34","8","real51",96,2543,"9","9041210:348"
90412,"10:34","8","real74",97,2847,"10","9041210:348"
90412,"10:34","8","real1",98,1563,"7","9041210:348"
90412,"10:34","8","real63",99,1354,"7","9041210:348"
90412,"10:34","8","confidence",100,2465,"5","9041210:348"
90412,"10:34","8","real41",101,1428,"10","9041210:348"
90412,"10:34","8","real57",102,1760,"7","9041210:348"
90412,"10:34","8","real70",103,1783,"8","9041210:348"
90412,"10:34","8","real10",104,6990,"1","9041210:348"
90412,"10:34","8","confidence",105,2813,"6","9041210:348"
90412,"10:34","8","real28",106,3835,"9","9041210:348"
90412,"10:34","8","real27",107,5320,"9","9041210:348"
90412,"10:34","8","real84",108,3010,"9","9041210:348"
90412,"10:34","8","real87",109,1543,"10","9041210:348"
90412,"10:34","8","confidence",110,2391,"8","9041210:348"
90412,"10:34","8","real2",111,2782,"2","9041210:348"
90412,"10:34","8","real3",112,4148,"7","9041210:348"
90412,"10:34","8","real21",113,1165,"10","9041210:348"
90412,"10:34","8","real23",114,2172,"10","9041210:348"
90412,"10:34","8","confidence",115,1563,"6","9041210:348"
90412,"10:34","8","real96",116,2666,"7","9041210:348"
90412,"10:34","8","real46",117,2061,"10","9041210:348"
90412,"10:34","8","real47",118,3056,"8","9041210:348"
90412,"10:34","8","real85",119,2676,"9","9041210:348"
90412,"10:34","8","confidence",120,2591,"8","9041210:348"
90412,"10:34","8","followup2",1,18288,"1","9041210:348"
90412,"10:34","8","followup1",2,13888,"3","9041210:348"
90412,"14:26","64","old",1,10421,"young","9041214:2664"
90412,"14:26","64","article",2,5646,"journal","9041214:2664"
90412,"14:26","64","lost",3,2467,"found","9041214:2664"
90412,"14:26","64","prac8",1,6376,"6","9041214:2664"
90412,"14:26","64","prac7",2,3816,"4","9041214:2664"
90412,"14:26","64","prac5",3,5117,"4","9041214:2664"
90412,"14:26","64","prac3",4,3592,"2","9041214:2664"
90412,"14:26","64","prac6",5,3963,"7","9041214:2664"
90412,"14:26","64","prac4",6,4710,"7","9041214:2664"
90412,"14:26","64","prac1",7,3640,"3","9041214:2664"
90412,"14:26","64","prac2",8,6973,"9","9041214:2664"
90412,"14:26","64","real33",1,7796,"3","9041214:2664"
90412,"14:26","64","real35",2,3435,"6","9041214:2664"
90412,"14:26","64","real79",3,3728,"3","9041214:2664"
90412,"14:26","64","real18",4,3617,"8","9041214:2664"
90412,"14:26","64","confidence",5,4758,"7","9041214:2664"
90412,"14:26","64","real24",6,3447,"8","9041214:2664"
90412,"14:26","64","real54",7,5467,"4","9041214:2664"
90412,"14:26","64","real48",8,4119,"6","9041214:2664"
90412,"14:26","64","real6",9,13122,"10","9041214:2664"
90412,"14:26","64","confidence",10,2894,"9","9041214:2664"
90412,"14:26","64","real7",11,2696,"4","9041214:2664"
90412,"14:26","64","real68",12,3874,"5","9041214:2664"
90512,"10:04","8","article",1,14432,"paper","9051210:048"
90512,"10:04","8","old",2,5753,"grandma","9051210:048"
90512,"10:04","8","lost",3,3187,"tv","9051210:048"
90512,"10:04","8","prac4",1,10625,"7","9051210:048"
90512,"10:04","8","prac3",2,5448,"3","9051210:048"
90512,"10:04","8","prac7",3,3589,"8","9051210:048"
90512,"10:04","8","prac8",4,3356,"9","9051210:048"
90512,"10:04","8","prac5",5,4740,"8","9051210:048"
90512,"10:04","8","prac2",6,9853,"10","9051210:048"
90512,"10:04","8","prac1",7,3291,"7","9051210:048"
90512,"10:04","8","prac6",8,4606,"9","9051210:048"
90512,"10:04","8","real33",1,5405,"7","9051210:048"
90512,"10:04","8","real35",2,2492,"7","9051210:048"
90512,"10:04","8","real79",3,1855,"6","9051210:048"
90512,"10:04","8","real18",4,3218,"3","9051210:048"
90512,"10:04","8","confidence",5,5200,"4","9051210:048"
90512,"10:04","8","real24",6,5590,"8","9051210:048"
90512,"10:04","8","real54",7,6774,"5","9051210:048"
90512,"10:04","8","real48",8,1966,"6","9051210:048"
90512,"10:04","8","real6",9,6189,"10","9051210:048"
90512,"10:04","8","confidence",10,5821,"10","9051210:048"
90512,"10:04","8","real7",11,4227,"9","9051210:048"
90512,"10:04","8","real68",12,5472,"4","9051210:048"
90512,"10:04","8","real38",13,5580,"8","9051210:048"
90512,"10:04","8","real58",14,3068,"9","9051210:048"
90512,"10:04","8","confidence",15,4879,"9","9051210:048"
90512,"10:04","8","real86",16,3723,"4","9051210:048"
90512,"10:04","8","real17",17,2924,"4","9051210:048"
90512,"10:04","8","real71",18,7766,"7","9051210:048"
90512,"10:04","8","real66",19,2679,"7","9051210:048"
90512,"10:04","8","confidence",20,2857,"5","9051210:048"
90512,"10:04","8","real19",21,5165,"8","9051210:048"
90512,"10:04","8","real67",22,4173,"6","9051210:048"
90512,"10:04","8","real32",23,1797,"4","9051210:048"
90512,"10:04","8","real43",24,4562,"6","9051210:048"
90512,"10:04","8","confidence",25,4562,"5","9051210:048"
90512,"10:04","8","real93",26,3954,"8","9051210:048"
90512,"10:04","8","real15",27,7666,"10","9051210:048"
90512,"10:04","8","real16",28,3663,"4","9051210:048"
90512,"10:04","8","real61",29,3491,"10","9051210:048"
90512,"10:04","8","confidence",30,2534,"10","9051210:048"
90512,"10:04","8","real44",31,6318,"5","9051210:048"
90512,"10:04","8","real88",32,6137,"4","9051210:048"
90512,"10:04","8","real69",33,3154,"8","9051210:048"
90512,"10:04","8","real34",34,3058,"10","9051210:048"
90512,"10:04","8","confidence",35,2510,"5","9051210:048"
90512,"10:04","8","real13",36,2928,"9","9051210:048"
90512,"10:04","8","real56",37,2305,"9","9051210:048"
90512,"10:04","8","real80",38,2163,"8","9051210:048"
90512,"10:04","8","real36",39,5386,"3","9051210:048"
90512,"10:04","8","confidence",40,1673,"5","9051210:048"
90512,"10:04","8","real62",41,2652,"9","9051210:048"
90512,"10:04","8","real75",42,2792,"8","9051210:048"
90512,"10:04","8","real39",43,2263,"5","9051210:048"
90512,"10:04","8","real26",44,2842,"3","9051210:048"
90512,"10:04","8","confidence",45,1710,"5","9051210:048"
90512,"10:04","8","real37",46,2960,"6","9051210:048"
90512,"10:04","8","real90",47,3183,"8","9051210:048"
90512,"10:04","8","real72",48,4014,"5","9051210:048"
90512,"10:04","8","real30",49,2236,"9","9051210:048"
90512,"10:04","8","confidence",50,2336,"9","9051210:048"
90512,"10:04","8","real77",51,5736,"7","9051210:048"
90512,"10:04","8","real59",52,2754,"5","9051210:048"
90512,"10:04","8","real73",53,2042,"9","9051210:048"
90512,"10:04","8","real89",54,3374,"10","9051210:048"
90512,"10:04","8","confidence",55,1998,"9","9051210:048"
90512,"10:04","8","real82",56,2323,"5","9051210:048"
90512,"10:04","8","real94",57,2884,"8","9051210:048"
90512,"10:04","8","real64",58,6831,"9","9051210:048"
90512,"10:04","8","real20",59,5141,"6","9051210:048"
90512,"10:04","8","confidence",60,1982,"4","9051210:048"
90512,"10:04","8","real5",61,3605,"9","9051210:048"
90512,"10:04","8","real40",62,3347,"8","9051210:048"
90512,"10:04","8","real22",63,5099,"7","9051210:048"
90512,"10:04","8","real25",64,3142,"5","9051210:048"
90512,"10:04","8","confidence",65,2374,"3","9051210:048"
90512,"10:04","8","real9",66,5910,"8","9051210:048"
90512,"10:04","8","real53",67,2592,"5","9051210:048"
90512,"10:04","8","real60",68,13286,"4","9051210:048"
90512,"10:04","8","real92",69,8612,"9","9051210:048"
90512,"10:04","8","confidence",70,2356,"8","9051210:048"
90512,"10:04","8","real91",71,5483,"8","9051210:048"
90512,"10:04","8","real8",72,2487,"7","9051210:048"
90512,"10:04","8","real4",73,1777,"9","9051210:048"
90512,"10:04","8","real49",74,3384,"9","9051210:048"
90512,"10:04","8","confidence",75,1823,"7","9051210:048"
90512,"10:04","8","real31",76,5051,"4","9051210:048"
90512,"10:04","8","real55",77,4496,"9","9051210:048"
90512,"10:04","8","real14",78,4618,"8","9051210:048"
90512,"10:04","8","real42",79,3112,"3","9051210:048"
90512,"10:04","8","confidence",80,3026,"3","9051210:048"
90512,"10:04","8","real50",81,5319,"9","9051210:048"
90512,"10:04","8","real12",82,3689,"9","9051210:048"
90512,"10:04","8","real11",83,1796,"9","9051210:048"
90512,"10:04","8","real65",84,4266,"5","9051210:048"
90512,"10:04","8","confidence",85,2582,"6","9051210:048"
90512,"10:04","8","real95",86,8236,"8","9051210:048"
90512,"10:04","8","real52",87,3275,"7","9051210:048"
90512,"10:04","8","real78",88,6158,"5","9051210:048"
90512,"10:04","8","real81",89,1535,"9","9051210:048"
90512,"10:04","8","confidence",90,3015,"9","9051210:048"
90512,"10:04","8","real76",91,3900,"6","9051210:048"
90512,"10:04","8","real45",92,10103,"7","9051210:048"
90512,"10:04","8","real29",93,8483,"7","9051210:048"
90512,"10:04","8","real83",94,7911,"6","9051210:048"
90512,"10:04","8","confidence",95,2371,"2","9051210:048"
90512,"10:04","8","real51",96,7026,"6","9051210:048"
90512,"10:04","8","real74",97,2272,"8","9051210:048"
90512,"10:04","8","real1",98,3147,"7","9051210:048"
90512,"10:04","8","real63",99,2699,"8","9051210:048"
90512,"10:04","8","confidence",100,2541,"6","9051210:048"
90512,"10:04","8","real41",101,4629,"9","9051210:048"
90512,"10:04","8","real57",102,2850,"5","9051210:048"
90512,"10:04","8","real70",103,6750,"6","9051210:048"
90512,"10:04","8","real10",104,3392,"2","9051210:048"
90512,"10:04","8","confidence",105,3462,"3","9051210:048"
90512,"10:04","8","real28",106,6130,"6","9051210:048"
90512,"10:04","8","real27",107,2772,"5","9051210:048"
90512,"10:04","8","real84",108,5259,"7","9051210:048"
90512,"10:04","8","real87",109,2215,"9","9051210:048"
90512,"10:04","8","confidence",110,2092,"9","9051210:048"
90512,"10:04","8","real2",111,2646,"8","9051210:048"
90512,"10:04","8","real3",112,4226,"4","9051210:048"
90512,"10:04","8","real21",113,3559,"8","9051210:048"
90512,"10:04","8","real23",114,7120,"8","9051210:048"
90512,"10:04","8","confidence",115,6914,"8","9051210:048"
90512,"10:04","8","real96",116,17341,"5","9051210:048"
90512,"10:04","8","real46",117,1753,"9","9051210:048"
90512,"10:04","8","real47",118,4289,"7","9051210:048"
90512,"10:04","8","real85",119,4332,"4","9051210:048"
90512,"10:04","8","confidence",120,2541,"2","9051210:048"
90512,"10:04","8","followup2",1,42528,"2","9051210:048"
90512,"10:04","8","followup1",2,27879,"1","9051210:048"
90512,"11:13","987","article",1,6524,"journal","9051211:13987"
90512,"11:13","987","old",2,4215,"man","9051211:13987"
90512,"11:13","987","lost",3,5909,"found","9051211:13987"
90512,"11:13","987","prac6",1,13988,"8","9051211:13987"
90512,"11:13","987","prac7",2,14910,"5","9051211:13987"
90512,"11:13","987","prac8",3,11548,"9","9051211:13987"
90512,"11:13","987","prac4",4,11158,"7","9051211:13987"
90512,"11:13","987","prac5",5,8201,"4","9051211:13987"
90512,"11:13","987","prac1",6,5904,"6","9051211:13987"
90512,"11:13","987","prac2",7,5547,"8","9051211:13987"
90512,"11:13","987","prac3",8,9476,"6","9051211:13987"
90512,"11:13","987","real33",1,9067,"8","9051211:13987"
90512,"11:13","987","real35",2,8784,"7","9051211:13987"
90512,"11:13","987","real79",3,6473,"7","9051211:13987"
90512,"11:13","987","real18",4,5253,"9","9051211:13987"
90512,"11:13","987","confidence",5,9498,"8","9051211:13987"
90512,"11:13","987","real24",6,13126,"9","9051211:13987"
90512,"11:13","987","real54",7,7490,"7","9051211:13987"
90512,"11:13","987","real48",8,9902,"6","9051211:13987"
90512,"11:13","987","real6",9,6002,"9","9051211:13987"
90512,"11:13","987","confidence",10,6521,"9","9051211:13987"
90512,"11:13","987","real7",11,7420,"9","9051211:13987"
90512,"11:13","987","real68",12,5539,"6","9051211:13987"
90512,"11:13","987","real38",13,4612,"8","9051211:13987"
90512,"11:13","987","real58",14,3986,"8","9051211:13987"
90512,"11:13","987","confidence",15,2369,"8","9051211:13987"
90512,"11:13","987","real86",16,10856,"5","9051211:13987"
90512,"11:13","987","real17",17,7334,"8","9051211:13987"
90512,"11:13","987","real71",18,2985,"8","9051211:13987"
90512,"11:13","987","real66",19,10183,"5","9051211:13987"
90512,"11:13","987","confidence",20,4888,"5","9051211:13987"
90512,"11:13","987","real19",21,3700,"9","9051211:13987"
90512,"11:13","987","real67",22,3254,"9","9051211:13987"
90512,"11:13","987","real32",23,6946,"7","9051211:13987"
90512,"11:13","987","real43",24,5867,"7","9051211:13987"
90512,"11:13","987","confidence",25,4136,"6","9051211:13987"
90512,"11:13","987","real93",26,3360,"8","9051211:13987"
90512,"11:13","987","real15",27,9368,"4","9051211:13987"
90512,"11:13","987","real16",28,4889,"8","9051211:13987"
90512,"11:13","987","real61",29,3061,"9","9051211:13987"
90512,"11:13","987","confidence",30,2776,"9","9051211:13987"
90512,"11:13","987","real44",31,6359,"7","9051211:13987"
90512,"11:13","987","real88",32,16352,"9","9051211:13987"
90512,"11:13","987","real69",33,2372,"8","9051211:13987"
90512,"11:13","987","real34",34,5171,"8","9051211:13987"
90512,"11:13","987","confidence",35,1955,"8","9051211:13987"
90512,"11:13","987","real13",36,6419,"7","9051211:13987"
90512,"11:13","987","real56",37,12162,"7","9051211:13987"
90512,"11:13","987","real80",38,2908,"9","9051211:13987"
90512,"11:13","987","real36",39,2638,"4","9051211:13987"
90512,"11:13","987","confidence",40,4770,"7","9051211:13987"
90512,"11:13","987","real62",41,3882,"8","9051211:13987"
90512,"11:13","987","real75",42,2053,"8","9051211:13987"
90512,"11:13","987","real39",43,9113,"7","9051211:13987"
90512,"11:13","987","real26",44,5228,"8","9051211:13987"
90512,"11:13","987","confidence",45,3690,"7","9051211:13987"
90512,"11:13","987","real37",46,12204,"9","9051211:13987"
90512,"11:13","987","real90",47,2350,"8","9051211:13987"
90512,"11:13","987","real72",48,4534,"4","9051211:13987"
90512,"11:13","987","real30",49,2487,"8","9051211:13987"
90512,"11:13","987","confidence",50,16559,"10","9051211:13987"
90512,"11:13","987","real77",51,6453,"9","9051211:13987"
90512,"11:13","987","real59",52,7442,"6","9051211:13987"
90512,"11:13","987","real73",53,3431,"9","9051211:13987"
90512,"11:13","987","real89",54,2428,"8","9051211:13987"
90512,"11:13","987","confidence",55,3919,"10","9051211:13987"
90512,"11:13","987","real82",56,7770,"5","9051211:13987"
90512,"11:13","987","real94",57,7715,"8","9051211:13987"
90512,"11:13","987","real64",58,4238,"9","9051211:13987"
90512,"11:13","987","real20",59,5323,"8","9051211:13987"
90512,"11:13","987","confidence",60,7317,"6","9051211:13987"
90512,"11:13","987","real5",61,2976,"9","9051211:13987"
90512,"11:13","987","real40",62,3879,"9","9051211:13987"
90512,"11:13","987","real22",63,4266,"3","9051211:13987"
90512,"11:13","987","real25",64,3581,"4","9051211:13987"
90512,"11:13","987","confidence",65,5892,"6","9051211:13987"
90512,"11:13","987","real9",66,6296,"8","9051211:13987"
90512,"11:13","987","real53",67,9939,"5","9051211:13987"
90512,"11:13","987","real60",68,2302,"5","9051211:13987"
90512,"11:13","987","real92",69,2432,"8","9051211:13987"
90512,"11:13","987","confidence",70,3651,"10","9051211:13987"
90512,"11:13","987","real91",71,5568,"8","9051211:13987"
90512,"11:13","987","real8",72,5369,"8","9051211:13987"
90512,"11:13","987","real4",73,2065,"9","9051211:13987"
90512,"11:13","987","real49",74,6364,"5","9051211:13987"
90512,"11:13","987","confidence",75,3140,"6","9051211:13987"
90512,"11:13","987","real31",76,8077,"7","9051211:13987"
90512,"11:13","987","real55",77,2321,"9","9051211:13987"
90512,"11:13","987","real14",78,1650,"9","9051211:13987"
90512,"11:13","987","real42",79,3582,"7","9051211:13987"
90512,"11:13","987","confidence",80,2413,"6","9051211:13987"
90512,"11:13","987","real50",81,3778,"9","9051211:13987"
90512,"11:13","987","real12",82,4697,"8","9051211:13987"
90512,"11:13","987","real11",83,6091,"8","9051211:13987"
90512,"11:13","987","real65",84,2727,"7","9051211:13987"
90512,"11:13","987","confidence",85,2840,"6","9051211:13987"
90512,"11:13","987","real95",86,5396,"8","9051211:13987"
90512,"11:13","987","real52",87,3995,"7","9051211:13987"
90512,"11:13","987","real78",88,3794,"8","9051211:13987"
90512,"11:13","987","real81",89,1752,"9","9051211:13987"
90512,"11:13","987","confidence",90,2813,"10","9051211:13987"
90512,"11:13","987","real76",91,4141,"8","9051211:13987"
90512,"11:13","987","real45",92,2485,"8","9051211:13987"
90512,"11:13","987","real29",93,1656,"9","9051211:13987"
90512,"11:13","987","real83",94,2460,"9","9051211:13987"
90512,"11:13","987","confidence",95,1589,"10","9051211:13987"
